t,camera,intention,attention,engagement,eye_l_x,eye_l_y,eye_r_x,eye_r_y,head_x,head_y,neck_x,neck_y,chest_x,chest_y,shoulder_l_x,shoulder_l_y,shoulder_r_x,shoulder_r_y,wrist_l_x,wrist_l_y,wrist_r_x,wrist_r_y,pelvis_x,pelvis_y
9.000,cam1,IDLE_ATTENTIVE,MAIN_MONITOR_CENTER,0.0708,986.73,228.44,919.10,228.11,953.25,265.93,953.93,344.75,957.90,610.24,1160.45,424.92,750.14,429.62,1145.54,630.67,774.67,630.51,960.00,779.00
9.033,cam1,IDLE_ATTENTIVE,MAIN_MONITOR_CENTER,0.0707,986.87,228.24,919.24,227.88,953.25,265.85,953.93,344.69,957.90,610.23,1160.50,424.85,750.09,429.55,1145.53,630.61,774.68,630.45,960.00,779.00
9.067,cam1,IDLE_ATTENTIVE,MAIN_MONITOR_CENTER,0.0705,987.06,227.96,919.41,227.60,953.25,265.71,953.93,344.59,957.90,610.23,1160.59,424.74,750.02,429.44,1145.51,630.52,774.71,630.34,960.00,779.00
9.100,cam1,IDLE_ATTENTIVE,MAIN_MONITOR_CENTER,0.0704,987.22,227.78,919.55,227.39,953.25,265.61,953.93,344.51,957.90,610.23,1160.65,424.65,749.96,429.36,1145.50,630.44,774.73,630.26,960.00,779.00
9.133,cam1,IDLE_ATTENTIVE,MAIN_MONITOR_CENTER,0.0703,987.47,227.58,919.80,227.18,953.25,265.55,953.93,344.47,957.90,610.23,1160.69,424.60,749.93,429.31,1145.49,630.40,774.74,630.22,960.00,779.00
9.167,cam1,IDLE_ATTENTIVE,MAIN_MONITOR_CENTER,0.0701,987.61,227.51,919.94,227.08,953.25,265.53,953.93,344.45,957.90,610.23,1160.70,424.59,749.91,429.30,1145.48,630.38,774.74,630.20,960.00,779.00
9.200,cam1,IDLE_ATTENTIVE,MAIN_MONITOR_CENTER,0.0699,987.94,227.39,920.26,226.93,953.25,265.51,953.93,344.44,957.90,610.23,1160.72,424.57,749.90,429.29,1145.48,630.37,774.75,630.18,960.00,779.00
9.233,cam1,IDLE_ATTENTIVE,MAIN_MONITOR_CENTER,0.0698,988.20,227.32,920.52,226.86,953.25,265.50,953.93,344.44,957.90,610.23,1160.72,424.57,749.89,429.28,1145.48,630.36,774.75,630.18,960.00,779.00
9.267,cam1,IDLE_ATTENTIVE,MAIN_MONITOR_CENTER,0.0696,988.38,227.26,920.71,226.79,953.25,265.53,953.93,344.46,957.90,610.23,1160.71,424.59,749.90,429.30,1145.48,630.38,774.75,630.20,960.00,779.00
9.300,cam1,IDLE_ATTENTIVE,MAIN_MONITOR_CENTER,0.0694,988.55,227.19,920.89,226.71,953.26,265.57,953.93,344.50,957.90,610.23,1160.69,424.64,749.92,429.35,1145.49,630.41,774.74,630.23,960.00,779.00
9.333,cam1,IDLE_ATTENTIVE,MAIN_MONITOR_CENTER,0.0692,988.73,227.13,921.07,226.66,953.26,265.57,953.93,344.50,957.90,610.24,1160.69,424.64,749.92,429.35,1145.49,630.41,774.74,630.23,960.00,779.00
9.367,cam1,IDLE_ATTENTIVE,MAIN_MONITOR_CENTER,0.0690,988.93,227.13,921.28,226.62,953.26,265.59,953.93,344.52,957.90,610.24,1160.68,424.66,749.93,429.37,1145.49,630.42,774.73,630.24,960.00,779.00
9.400,cam1,IDLE_ATTENTIVE,MAIN_MONITOR_CENTER,0.0687,989.06,227.12,921.41,226.59,953.26,265.63,953.93,344.56,957.90,610.24,1160.66,424.70,749.95,429.41,1145.50,630.45,774.73,630.27,960.00,779.00
9.433,cam1,IDLE_ATTENTIVE,MAIN_MONITOR_CENTER,0.0684,989.16,227.15,921.52,226.59,953.26,265.67,953.93,344.59,957.90,610.24,1160.64,424.74,749.96,429.45,1145.50,630.47,774.72,630.30,960.00,779.00
9.467,cam1,IDLE_ATTENTIVE,MAIN_MONITOR_CENTER,0.0680,989.25,227.17,921.62,226.58,953.26,265.73,953.93,344.64,957.90,610.25,1160.61,424.80,749.99,429.50,1145.51,630.51,774.71,630.34,960.00,779.00
9.500,cam1,IDLE_ATTENTIVE,MAIN_MONITOR_CENTER,0.0676,989.48,227.19,921.85,226.62,953.26,265.78,953.93,344.68,957.90,610.25,1160.59,424.84,750.00,429.54,1145.51,630.54,774.70,630.37,960.00,779.00
9.533,cam1,IDLE_ATTENTIVE,MAIN_MONITOR_CENTER,0.0670,989.49,227.22,921.87,226.64,953.26,265.84,953.93,344.74,957.90,610.25,1160.57,424.90,750.03,429.61,1145.52,630.58,774.69,630.41,960.00,779.00
9.567,cam1,IDLE_ATTENTIVE,MAIN_MONITOR_CENTER,0.0665,989.55,227.27,921.93,226.68,953.26,265.89,953.93,344.77,957.90,610.26,1160.55,424.94,750.04,429.64,1145.52,630.60,774.69,630.43,960.00,779.00
9.600,cam1,IDLE_ATTENTIVE,MAIN_MONITOR_CENTER,0.0661,989.59,227.39,921.98,226.79,953.26,265.96,953.93,344.84,957.90,610.26,1160.51,425.01,750.07,429.72,1145.53,630.65,774.68,630.49,960.00,779.00
9.633,cam1,IDLE_ATTENTIVE,MAIN_MONITOR_CENTER,0.0655,989.73,227.54,922.13,226.91,953.26,266.05,953.93,344.91,957.90,610.27,1160.47,425.09,750.11,429.79,1145.54,630.71,774.66,630.55,960.00,779.00
9.667,cam1,IDLE_ATTENTIVE,MAIN_MONITOR_CENTER,0.0650,989.83,227.68,922.24,227.03,953.26,266.14,953.93,344.99,957.90,610.27,1160.43,425.18,750.15,429.88,1145.55,630.76,774.65,630.61,960.00,779.00
9.700,cam1,IDLE_ATTENTIVE,MAIN_MONITOR_CENTER,0.0644,989.83,227.89,922.25,227.25,953.26,266.27,953.93,345.09,957.90,610.28,1160.36,425.29,750.21,429.99,1145.56,630.85,774.63,630.70,960.00,779.00
9.733,cam1,IDLE_ATTENTIVE,MAIN_MONITOR_CENTER,0.0638,989.77,228.08,922.21,227.45,953.26,266.42,953.93,345.21,957.90,610.28,1160.29,425.42,750.27,430.12,1145.58,630.94,774.60,630.80,960.00,779.00
9.767,cam1,IDLE_ATTENTIVE,MAIN_MONITOR_CENTER,0.0633,989.75,228.26,922.20,227.64,953.26,266.54,953.92,345.31,957.90,610.29,1160.23,425.53,750.33,430.23,1145.59,631.02,774.58,630.88,960.00,779.00
9.800,cam1,IDLE_ATTENTIVE,MAIN_MONITOR_CENTER,0.0627,989.66,228.43,922.11,227.78,953.26,266.66,953.92,345.41,957.90,610.29,1160.18,425.64,750.37,430.33,1145.60,631.09,774.57,630.96,960.00,779.00
9.833,cam1,IDLE_ATTENTIVE,MAIN_MONITOR_CENTER,0.0621,989.66,228.65,922.12,227.98,953.25,266.81,953.92,345.53,957.90,610.30,1160.10,425.77,750.44,430.46,1145.62,631.19,774.54,631.06,960.00,779.00
9.867,cam1,IDLE_ATTENTIVE,MAIN_MONITOR_CENTER,0.0616,989.66,228.87,922.14,228.18,953.25,266.96,953.92,345.65,957.90,610.31,1160.02,425.90,750.51,430.59,1145.63,631.28,774.52,631.16,960.00,779.00
9.900,cam1,IDLE_ATTENTIVE,MAIN_MONITOR_CENTER,0.0610,989.68,229.07,922.18,228.39,953.25,267.11,953.92,345.78,957.90,610.31,1159.95,426.04,750.58,430.72,1145.65,631.38,774.50,631.27,960.00,779.00
9.933,cam1,IDLE_ATTENTIVE,MAIN_MONITOR_CENTER,0.0604,989.74,229.34,922.26,228.65,953.25,267.31,953.92,345.94,957.90,610.32,1159.84,426.21,750.67,430.89,1145.67,631.51,774.47,631.40,960.00,779.00
9.967,cam1,IDLE_ATTENTIVE,MAIN_MONITOR_CENTER,0.0599,989.63,229.59,922.17,228.91,953.25,267.50,953.92,346.09,957.90,610.33,1159.75,426.37,750.76,431.05,1145.68,631.63,774.44,631.53,960.00,779.00
10.000,cam1,IDLE_ATTENTIVE,MAIN_MONITOR_CENTER,0.0594,989.67,229.87,922.23,229.16,953.25,267.68,953.92,346.23,957.90,610.34,1159.65,426.53,750.85,431.21,1145.70,631.74,774.41,631.65,960.00,779.00
10.033,cam1,IDLE_ATTENTIVE,MAIN_MONITOR_CENTER,0.0591,989.64,230.10,922.22,229.38,953.25,267.87,953.92,346.38,957.90,610.34,1159.55,426.69,750.93,431.37,1145.71,631.86,774.39,631.78,960.00,779.00
10.067,cam1,IDLE_ATTENTIVE,MAIN_MONITOR_CENTER,0.0588,989.70,230.28,922.31,229.58,953.25,268.03,953.91,346.51,957.90,610.35,1159.46,426.83,751.02,431.51,1145.73,631.97,774.36,631.90,960.00,779.00
10.100,cam1,IDLE_ATTENTIVE,MAIN_MONITOR_CENTER,0.0586,989.62,230.49,922.25,229.79,953.25,268.23,953.91,346.67,957.90,610.35,1159.36,426.99,751.11,431.67,1145.74,632.09,774.34,632.03,960.00,779.00
10.133,cam1,IDLE_ATTENTIVE,MAIN_MONITOR_CENTER,0.0584,989.59,230.81,922.23,230.08,953.25,268.41,953.91,346.82,957.90,610.36,1159.25,427.15,751.21,431.83,1145.76,632.22,774.31,632.16,960.00,779.00
10.167,cam1,IDLE_ATTENTIVE,MAIN_MONITOR_CENTER,0.0583,989.58,231.03,922.25,230.32,953.25,268.62,953.91,346.98,957.90,610.36,1159.14,427.32,751.31,432.00,1145.77,632.35,774.28,632.30,960.00,779.00
10.200,cam1,IDLE_ATTENTIVE,MAIN_MONITOR_CENTER,0.0581,989.47,231.29,922.17,230.58,953.25,268.82,953.91,347.14,957.90,610.37,1159.03,427.50,751.41,432.17,1145.79,632.48,774.26,632.45,960.00,779.00
10.233,cam1,IDLE_ATTENTIVE,MAIN_MONITOR_CENTER,0.0580,989.38,231.58,922.10,230.86,953.25,269.02,953.91,347.30,957.90,610.38,1158.92,427.67,751.51,432.34,1145.80,632.61,774.23,632.58,960.00,779.00
10.267,cam1,IDLE_ATTENTIVE,MAIN_MONITOR_CENTER,0.0578,989.32,231.86,922.06,231.18,953.25,269.22,953.91,347.46,957.90,610.38,1158.81,427.83,751.61,432.50,1145.81,632.74,774.21,632.72,960.00,779.00
10.300,cam1,IDLE_ATTENTIVE,MAIN_MONITOR_CENTER,0.0578,989.33,232.15,922.09,231.48,953.25,269.42,953.91,347.62,957.90,610.39,1158.70,428.00,751.71,432.67,1145.82,632.86,774.19,632.86,960.00,779.00
10.333,cam1,IDLE_ATTENTIVE,MAIN_MONITOR_CENTER,0.0576,989.35,232.45,922.14,231.76,953.25,269.62,953.91,347.77,957.90,610.39,1158.59,428.16,751.81,432.83,1145.84,632.99,774.17,632.99,960.00,779.00
10.367,cam1,IDLE_ATTENTIVE,MAIN_MONITOR_CENTER,0.0574,989.28,232.71,922.09,232.03,953.24,269.82,953.90,347.94,957.90,610.40,1158.48,428.33,751.91,433.00,1145.85,633.11,774.14,633.12,960.00,779.00
10.400,cam1,IDLE_ATTENTIVE,MAIN_MONITOR_CENTER,0.0570,989.21,232.98,922.04,232.30,953.24,270.03,953.90,348.10,957.90,610.40,1158.37,428.50,752.01,433.18,1145.85,633.23,774.12,633.26,960.00,779.00
10.433,cam1,IDLE_ATTENTIVE,MAIN_MONITOR_CENTER,0.0566,989.22,233.30,922.08,232.63,953.24,270.24,953.90,348.27,957.90,610.41,1158.27,428.68,752.10,433.35,1145.86,633.36,774.10,633.39,960.00,779.00
10.467,cam1,IDLE_ATTENTIVE,MAIN_MONITOR_CENTER,0.0562,989.14,233.58,922.02,232.92,953.24,270.46,953.90,348.45,957.90,610.42,1158.15,428.86,752.21,433.54,1145.87,633.49,774.08,633.53,960.00,779.00
10.500,cam1,IDLE_ATTENTIVE,MAIN_MONITOR_CENTER,0.0557,989.06,233.89,921.96,233.22,953.24,270.67,953.90,348.61,957.90,610.43,1158.05,429.03,752.30,433.71,1145.88,633.61,774.06,633.66,960.00,779.00
10.533,cam1,IDLE_ATTENTIVE,MAIN_MONITOR_CENTER,0.0553,989.15,234.21,922.07,233.52,953.24,270.87,953.90,348.77,957.90,610.43,1157.95,429.20,752.39,433.87,1145.89,633.72,774.05,633.79,960.00,779.00
10.567,cam1,IDLE_ATTENTIVE,MAIN_MONITOR_CENTER,0.0550,989.09,234.51,922.03,233.84,953.24,271.08,953.90,348.94,957.90,610.44,1157.84,429.37,752.49,434.05,1145.89,633.85,774.03,633.92,960.00,779.00
10.600,cam1,IDLE_ATTENTIVE,MAIN_MONITOR_CENTER,0.0547,989.00,234.80,921.96,234.17,953.24,271.29,953.90,349.11,957.90,610.45,1157.74,429.54,752.59,434.22,1145.90,633.97,774.01,634.05,960.00,779.00
10.633,cam1,IDLE_ATTENTIVE,MAIN_MONITOR_CENTER,0.0544,989.01,235.07,921.99,234.44,953.24,271.50,953.89,349.27,957.90,610.45,1157.63,429.71,752.68,434.39,1145.90,634.09,774.00,634.18,960.00,779.00
10.667,cam1,IDLE_ATTENTIVE,MAIN_MONITOR_CENTER,0.0540,988.94,235.23,921.95,234.63,953.24,271.67,953.89,349.42,957.90,610.46,1157.54,429.86,752.76,434.54,1145.90,634.19,773.99,634.29,960.00,779.00
10.700,cam1,IDLE_ATTENTIVE,MAIN_MONITOR_CENTER,0.0537,989.00,235.49,922.02,234.87,953.24,271.85,953.89,349.56,957.90,610.46,1157.46,430.00,752.84,434.68,1145.91,634.28,773.97,634.39,960.00,779.00
10.733,cam1,IDLE_ATTENTIVE,MAIN_MONITOR_CENTER,0.0534,988.89,235.85,921.93,235.23,953.24,272.05,953.89,349.72,957.90,610.47,1157.35,430.16,752.94,434.85,1145.91,634.40,773.96,634.52,960.00,779.00
10.767,cam1,IDLE_ATTENTIVE,MAIN_MONITOR_CENTER,0.0530,988.87,236.06,921.93,235.43,953.24,272.21,953.89,349.85,957.90,610.47,1157.28,430.29,753.00,434.98,1145.91,634.49,773.95,634.61,960.00,779.00
10.800,cam1,IDLE_ATTENTIVE,MAIN_MONITOR_CENTER,0.0526,988.81,236.25,921.89,235.63,953.24,272.37,953.89,349.98,957.90,610.48,1157.20,430.42,753.07,435.11,1145.91,634.57,773.94,634.70,960.00,779.00
10.833,cam1,IDLE_ATTENTIVE,MAIN_MONITOR_CENTER,0.0521,988.78,236.44,921.87,235.81,953.24,272.51,953.89,350.09,957.90,610.49,1157.14,430.54,753.13,435.23,1145.91,634.65,773.93,634.78,960.00,779.00
10.867,cam1,IDLE_ATTENTIVE,MAIN_MONITOR_CENTER,0.0516,988.73,236.63,921.83,236.03,953.24,272.65,953.89,350.20,957.90,610.49,1157.08,430.65,753.19,435.34,1145.91,634.72,773.93,634.86,960.00,779.00
10.900,cam1,IDLE_ATTENTIVE,MAIN_MONITOR_CENTER,0.0511,988.71,236.81,921.82,236.20,953.24,272.78,953.89,350.31,957.90,610.50,1157.01,430.76,753.24,435.46,1145.92,634.79,773.92,634.94,960.00,779.00
10.933,cam1,IDLE_ATTENTIVE,MAIN_MONITOR_CENTER,0.0506,988.68,236.99,921.80,236.39,953.24,272.91,953.89,350.41,957.90,610.50,1156.96,430.86,753.29,435.56,1145.92,634.85,773.91,635.00,960.00,779.00
10.967,cam1,IDLE_ATTENTIVE,MAIN_MONITOR_CENTER,0.0500,988.73,237.14,921.86,236.54,953.24,273.01,953.89,350.50,957.90,610.51,1156.92,430.95,753.33,435.65,1145.92,634.90,773.91,635.06,960.00,779.00
11.000,cam1,IDLE_ATTENTIVE,MAIN_MONITOR_CENTER,0.0494,988.75,237.32,921.89,236.71,953.24,273.15,953.89,350.61,957.90,610.52,1156.86,431.07,753.38,435.77,1145.92,634.97,773.90,635.13,960.00,779.00
11.033,cam1,IDLE_ATTENTIVE,MAIN_MONITOR_CENTER,0.0488,988.70,237.48,921.85,236.86,953.24,273.25,953.89,350.70,957.90,610.52,1156.82,431.15,753.42,435.85,1145.92,635.02,773.90,635.18,960.00,779.00
11.067,cam1,IDLE_ATTENTIVE,MAIN_MONITOR_CENTER,0.0482,988.67,237.63,921.82,237.01,953.24,273.35,953.89,350.78,957.90,610.53,1156.78,431.23,753.45,435.93,1145.92,635.06,773.89,635.23,960.00,779.00
11.100,cam1,IDLE_ATTENTIVE,MAIN_MONITOR_CENTER,0.0475,988.69,237.76,921.86,237.14,953.24,273.47,953.89,350.87,957.90,610.53,1156.74,431.33,753.49,436.03,1145.92,635.12,773.89,635.29,960.00,779.00
11.133,cam1,IDLE_ATTENTIVE,DESK_GENERAL,0.0469,988.71,237.97,921.89,237.34,953.24,273.62,953.88,351.00,957.90,610.54,1156.67,431.45,753.55,436.16,1145.92,635.19,773.88,635.37,960.00,779.00
11.167,cam1,IDLE_ATTENTIVE,DESK_GENERAL,0.0462,988.74,237.95,921.92,237.34,953.24,273.65,953.88,351.02,957.90,610.54,1156.67,431.47,753.55,436.18,1145.92,635.19,773.88,635.37,960.00,779.00
11.200,cam1,IDLE_ATTENTIVE,DESK_GENERAL,0.0455,988.79,237.97,921.97,237.35,953.24,273.66,953.88,351.03,957.90,610.55,1156.69,431.48,753.53,436.19,1145.92,635.18,773.88,635.37,960.00,779.00
11.233,cam1,IDLE_ATTENTIVE,DESK_GENERAL,0.0448,988.85,237.66,922.02,237.08,953.23,273.61,953.88,351.05,957.90,610.55,1156.69,431.50,753.53,436.21,1145.92,635.18,773.88,635.37,960.00,779.00
11.267,cam1,IDLE_ATTENTIVE,DESK_GENERAL,0.0442,989.21,236.50,922.43,235.98,953.19,273.35,953.88,351.05,957.90,610.55,1156.71,431.51,753.51,436.21,1145.92,635.17,773.88,635.35,960.00,779.00
11.300,cam1,IDLE_ATTENTIVE,DESK_GENERAL,0.0437,989.84,234.18,923.13,233.83,953.08,272.84,953.88,351.04,957.90,610.56,1156.73,431.50,753.49,436.20,1145.92,635.15,773.88,635.33,960.00,779.00
11.333,cam1,IDLE_ATTENTIVE,DESK_GENERAL,0.0432,990.69,230.88,924.12,230.76,952.86,272.14,953.88,351.03,957.90,610.56,1156.75,431.49,753.47,436.19,1145.92,635.13,773.88,635.31,960.00,779.00
11.367,cam1,IDLE_ATTENTIVE,DESK_GENERAL,0.0428,991.59,227.11,925.24,227.20,952.51,271.39,953.88,351.04,957.90,610.56,1156.75,431.50,753.47,436.21,1145.92,635.14,773.88,635.31,960.00,779.00
11.400,cam1,IDLE_ATTENTIVE,DESK_GENERAL,0.0425,992.17,223.14,926.10,223.49,952.00,270.67,953.88,351.07,957.90,610.56,1156.74,431.53,753.48,436.24,1145.92,635.15,773.88,635.33,960.00,779.00
11.433,cam1,IDLE_ATTENTIVE,DESK_GENERAL,0.0422,992.51,219.52,926.75,220.06,951.39,270.04,953.88,351.10,957.90,610.56,1156.74,431.55,753.48,436.26,1145.92,635.16,773.88,635.34,960.00,779.00
11.467,cam1,IDLE_ATTENTIVE,DESK_GENERAL,0.0419,992.54,216.55,927.09,217.23,950.75,269.61,953.88,351.15,957.90,610.57,1156.71,431.60,753.50,436.31,1145.92,635.19,773.88,635.37,960.00,779.00
11.500,cam1,IDLE_ATTENTIVE,DESK_GENERAL,0.0415,992.48,214.36,927.29,215.10,950.21,269.28,953.88,351.15,957.90,610.57,1156.72,431.60,753.50,436.31,1145.92,635.18,773.88,635.36,960.00,779.00
11.533,cam1,IDLE_ATTENTIVE,DESK_GENERAL,0.0412,992.26,213.08,927.24,213.90,949.84,269.15,953.88,351.19,957.90,610.57,1156.70,431.65,753.52,436.36,1145.92,635.21,773.88,635.39,960.00,779.00
11.567,cam1,IDLE_ATTENTIVE,DESK_GENERAL,0.0409,992.05,212.45,927.09,213.34,949.67,269.06,953.88,351.18,957.90,610.57,1156.71,431.64,753.50,436.35,1145.92,635.19,773.88,635.38,960.00,779.00
11.600,cam1,IDLE_ATTENTIVE,DESK_GENERAL,0.0406,992.03,212.35,927.08,213.23,949.64,269.05,953.88,351.18,957.90,610.57,1156.72,431.64,753.49,436.35,1145.92,635.19,773.88,635.37,960.00,779.00
11.633,cam1,IDLE_ATTENTIVE,DESK_GENERAL,0.0404,992.11,212.86,927.10,213.74,949.75,269.13,953.88,351.20,957.90,610.58,1156.71,431.66,753.50,436.37,1145.92,635.20,773.88,635.38,960.00,779.00
11.667,cam1,IDLE_ATTENTIVE,DESK_GENERAL,0.0402,992.24,213.41,927.18,214.26,949.85,269.23,953.88,351.24,957.90,610.58,1156.70,431.69,753.52,436.41,1145.92,635.22,773.87,635.40,960.00,779.00
11.700,cam1,IDLE_ATTENTIVE,DESK_GENERAL,0.0400,992.37,213.88,927.29,214.73,949.95,269.33,953.88,351.27,957.90,610.58,1156.68,431.73,753.53,436.44,1145.92,635.23,773.87,635.42,960.00,779.00
11.733,cam1,IDLE_ATTENTIVE,DESK_GENERAL,0.0396,992.46,214.30,927.32,215.15,950.04,269.38,953.88,351.26,957.90,610.58,1156.70,431.71,753.51,436.43,1145.92,635.22,773.87,635.40,960.00,779.00
11.767,cam1,IDLE_ATTENTIVE,DESK_GENERAL,0.0392,992.55,214.69,927.37,215.51,950.12,269.42,953.88,351.24,957.90,610.58,1156.72,431.70,753.49,436.41,1145.92,635.20,773.87,635.38,960.00,779.00
11.800,cam1,IDLE_ATTENTIVE,DESK_GENERAL,0.0389,992.53,214.96,927.30,215.81,950.20,269.41,953.88,351.19,957.90,610.58,1156.76,431.65,753.45,436.36,1145.92,635.16,773.88,635.34,960.00,779.00
11.833,cam1,IDLE_ATTENTIVE,DESK_GENERAL,0.0386,992.58,215.27,927.30,216.09,950.28,269.43,953.88,351.16,957.90,610.58,1156.79,431.62,753.43,436.33,1145.93,635.13,773.88,635.31,960.00,779.00
11.867,cam1,IDLE_ATTENTIVE,DESK_GENERAL,0.0383,992.67,215.46,927.34,216.27,950.35,269.36,953.88,351.06,957.90,610.58,1156.87,431.51,753.35,436.23,1145.93,635.05,773.88,635.22,960.00,779.00
11.900,cam1,IDLE_ATTENTIVE,DESK_GENERAL,0.0379,992.81,215.57,927.44,216.35,950.42,269.24,953.88,350.91,957.90,610.58,1156.98,431.36,753.25,436.07,1145.93,634.93,773.89,635.10,960.00,779.00
11.933,cam1,IDLE_ATTENTIVE,DESK_GENERAL,0.0376,992.87,215.65,927.45,216.41,950.49,269.13,953.89,350.77,957.90,610.58,1157.08,431.23,753.16,435.93,1145.93,634.83,773.90,634.98,960.00,779.00
11.967,cam1,IDLE_ATTENTIVE,DESK_GENERAL,0.0371,992.89,215.73,927.41,216.47,950.55,269.00,953.89,350.62,957.90,610.58,1157.19,431.08,753.06,435.79,1145.93,634.71,773.91,634.86,960.00,779.00
12.000,cam3,IDLE_ATTENTIVE,DESK_GENERAL,0.0366,910.85,211.44,850.30,212.64,915.44,264.47,931.20,347.25,985.97,611.69,1118.10,437.22,772.00,426.02,911.92,649.08,613.32,619.76,983.68,782.63
12.033,cam3,IDLE_ATTENTIVE,DESK_GENERAL,0.0362,911.05,211.42,850.49,212.60,915.77,264.25,931.55,347.03,985.98,611.69,1118.44,437.00,772.12,425.80,912.01,648.92,613.45,619.60,983.68,782.63
12.067,cam3,IDLE_ATTENTIVE,DESK_GENERAL,0.0358,911.20,211.37,850.64,212.55,916.12,264.04,931.90,346.82,986.00,611.69,1118.79,436.79,772.24,425.59,912.10,648.75,613.57,619.43,983.68,782.63
12.100,cam3,IDLE_ATTENTIVE,DESK_GENERAL,0.0354,911.56,211.21,850.99,212.36,916.56,263.77,932.32,346.56,986.01,611.68,1119.20,436.53,772.39,425.34,912.21,648.56,613.72,619.24,983.68,782.63
12.133,cam3,IDLE_ATTENTIVE,DESK_GENERAL,0.0351,911.81,211.11,851.25,212.22,916.97,263.53,932.71,346.32,986.03,611.68,1119.58,436.29,772.52,425.10,912.31,648.38,613.87,619.06,983.68,782.63
12.167,cam3,IDLE_ATTENTIVE,DESK_GENERAL,0.0347,912.16,210.95,851.59,212.04,917.42,263.27,933.13,346.07,986.04,611.67,1119.99,436.04,772.67,424.85,912.41,648.18,614.02,618.87,983.68,782.63
12.200,cam3,IDLE_ATTENTIVE,DESK_GENERAL,0.0343,912.50,210.77,851.92,211.85,917.86,263.01,933.55,345.83,986.06,611.67,1120.39,435.79,772.82,424.61,912.52,647.99,614.18,618.68,983.68,782.63
12.233,cam3,IDLE_ATTENTIVE,DESK_GENERAL,0.0340,912.88,210.61,852.30,211.66,918.38,262.71,934.01,345.55,986.08,611.66,1120.85,435.51,772.99,424.33,912.63,647.78,614.35,618.47,983.68,782.63
12.267,cam3,IDLE_ATTENTIVE,DESK_GENERAL,0.0338,913.36,210.37,852.74,211.42,918.88,262.44,934.46,345.29,986.10,611.65,1121.28,435.25,773.15,424.08,912.74,647.57,614.52,618.27,983.68,782.63
12.300,cam3,IDLE_ATTENTIVE,DESK_GENERAL,0.0336,913.83,210.11,853.18,211.17,919.41,262.14,934.93,345.02,986.12,611.65,1121.73,434.97,773.33,423.81,912.86,647.36,614.69,618.06,983.68,782.63
12.333,cam3,IDLE_ATTENTIVE,DESK_GENERAL,0.0335,914.45,209.87,853.74,210.89,919.96,261.84,935.40,344.75,986.14,611.64,1122.19,434.69,773.52,423.53,912.97,647.15,614.88,617.85,983.68,782.63
12.367,cam3,IDLE_ATTENTIVE,DESK_GENERAL,0.0334,915.04,209.59,854.30,210.56,920.51,261.55,935.88,344.48,986.16,611.63,1122.65,434.41,773.70,423.27,913.09,646.94,615.06,617.65,983.68,782.63
12.400,cam3,IDLE_ATTENTIVE,DESK_GENERAL,0.0333,915.53,209.31,854.77,210.28,921.05,261.26,936.35,344.22,986.19,611.62,1123.10,434.14,773.88,423.00,913.20,646.73,615.24,617.44,983.68,782.63
12.433,cam3,IDLE_ATTENTIVE,DESK_GENERAL,0.0332,916.05,209.06,855.26,210.00,921.55,260.99,936.78,343.97,986.21,611.62,1123.51,433.89,774.05,422.76,913.31,646.53,615.41,617.25,983.68,782.63
12.467,cam3,IDLE_ATTENTIVE,DESK_GENERAL,0.0331,916.60,208.75,855.78,209.68,922.09,260.71,937.24,343.72,986.23,611.61,1123.95,433.63,774.23,422.50,913.42,646.32,615.60,617.05,983.68,782.63
12.500,cam3,IDLE_ATTENTIVE,DESK_GENERAL,0.0331,917.07,208.50,856.24,209.42,922.59,260.45,937.67,343.49,986.25,611.60,1124.36,433.38,774.41,422.26,913.52,646.13,615.77,616.86,983.68,782.63
12.533,cam3,IDLE_ATTENTIVE,DESK_GENERAL,0.0332,917.66,208.22,856.77,209.14,923.10,260.19,938.10,343.25,986.28,611.60,1124.78,433.13,774.58,422.03,913.63,645.94,615.94,616.68,983.68,782.63
12.567,cam3,IDLE_ATTENTIVE,DESK_GENERAL,0.0333,918.19,207.92,857.26,208.87,923.63,259.92,938.54,343.02,986.30,611.59,1125.19,432.88,774.76,421.79,913.73,645.75,616.12,616.49,983.68,782.63
12.600,cam3,IDLE_ATTENTIVE,DESK_GENERAL,0.0333,918.68,207.66,857.72,208.60,924.09,259.68,938.93,342.81,986.32,611.58,1125.57,432.66,774.92,421.57,913.83,645.57,616.28,616.32,983.68,782.63
12.633,cam3,IDLE_ATTENTIVE,DESK_GENERAL,0.0331,919.12,207.41,858.13,208.35,924.52,259.46,939.29,342.61,986.34,611.58,1125.92,432.45,775.06,421.37,913.92,645.40,616.44,616.15,983.68,782.63
12.667,cam3,IDLE_ATTENTIVE,DESK_GENERAL,0.0329,919.56,207.18,858.54,208.11,924.92,259.26,939.63,342.43,986.35,611.57,1126.24,432.26,775.19,421.19,914.01,645.24,616.59,616.00,983.68,782.63
12.700,cam3,IDLE_ATTENTIVE,DESK_GENERAL,0.0327,919.73,207.02,858.73,207.95,925.22,259.10,939.88,342.29,986.36,611.57,1126.49,432.11,775.28,421.04,914.08,645.11,616.71,615.88,983.68,782.63
12.733,cam3,IDLE_ATTENTIVE,DESK_GENERAL,0.0325,919.96,206.88,858.96,207.80,925.52,258.94,940.14,342.15,986.37,611.57,1126.75,431.96,775.38,420.90,914.15,644.99,616.83,615.76,983.68,782.63
