t,camera,intention,attention,engagement,eye_l_x,eye_l_y,eye_r_x,eye_r_y,head_x,head_y,neck_x,neck_y,chest_x,chest_y,shoulder_l_x,shoulder_l_y,shoulder_r_x,shoulder_r_y,wrist_l_x,wrist_l_y,wrist_r_x,wrist_r_y,pelvis_x,pelvis_y
0.000,cam1,IDLE_ATTENTIVE,CHAT_REGION,0.0002,987.83,250.93,920.60,250.95,953.03,277.89,953.87,352.81,957.90,610.82,1156.79,433.25,753.36,438.01,1145.96,635.42,773.81,635.63,960.00,779.00
0.033,cam1,IDLE_ATTENTIVE,CHAT_REGION,0.0002,987.77,250.88,920.53,250.89,953.03,277.85,953.87,352.77,957.90,610.82,1156.81,433.22,753.35,437.98,1145.96,635.40,773.81,635.61,960.00,779.00
0.067,cam1,IDLE_ATTENTIVE,CHAT_REGION,0.0004,988.04,250.58,920.80,250.62,953.02,277.73,953.87,352.71,957.90,610.82,1156.85,433.16,753.31,437.91,1145.96,635.36,773.82,635.57,960.00,779.00
0.100,cam1,IDLE_ATTENTIVE,CHAT_REGION,0.0005,988.71,249.79,921.49,250.00,952.97,277.50,953.87,352.64,957.90,610.82,1156.89,433.09,753.27,437.84,1145.96,635.32,773.82,635.52,960.00,779.00
0.133,cam1,IDLE_ATTENTIVE,CHAT_REGION,0.0006,990.17,248.21,923.00,248.76,952.87,277.04,953.88,352.50,957.90,610.81,1156.98,432.95,753.19,437.70,1145.96,635.23,773.83,635.42,960.00,779.00
0.167,cam1,IDLE_ATTENTIVE,CHAT_REGION,0.0007,992.22,245.97,925.22,247.09,952.66,276.48,953.88,352.38,957.90,610.81,1157.05,432.84,753.13,437.59,1145.96,635.15,773.84,635.34,960.00,779.00
0.200,cam1,IDLE_ATTENTIVE,CHAT_REGION,0.0007,994.78,243.09,928.10,244.88,952.31,275.79,953.88,352.25,957.90,610.81,1157.13,432.71,753.05,437.46,1145.96,635.06,773.84,635.24,960.00,779.00
0.233,cam1,IDLE_ATTENTIVE,CHAT_REGION,0.0005,997.44,239.68,931.30,242.19,951.76,274.99,953.88,352.08,957.90,610.80,1157.25,432.54,752.94,437.28,1145.96,634.94,773.86,635.11,960.00,779.00
0.267,cam1,IDLE_ATTENTIVE,CHAT_REGION,0.0006,999.74,236.12,934.37,239.35,951.03,274.19,953.88,351.91,957.90,610.80,1157.36,432.38,752.84,437.11,1145.96,634.83,773.87,634.99,960.00,779.00
0.300,cam1,IDLE_ATTENTIVE,CHAT_REGION,0.0007,1001.56,232.54,937.12,236.42,950.14,273.35,953.88,351.68,957.90,610.79,1157.51,432.14,752.71,436.88,1145.96,634.67,773.89,634.82,960.00,779.00
0.333,cam1,IDLE_ATTENTIVE,CHAT_REGION,0.0008,1002.82,229.31,939.43,233.76,949.18,272.65,953.88,351.47,957.90,610.78,1157.64,431.94,752.59,436.67,1145.95,634.53,773.90,634.67,960.00,779.00
0.367,cam1,IDLE_ATTENTIVE,CHAT_REGION,0.0009,1003.37,226.56,940.95,231.44,948.26,272.07,953.88,351.29,957.90,610.78,1157.75,431.76,752.48,436.49,1145.95,634.41,773.92,634.53,960.00,779.00
0.400,cam1,IDLE_ATTENTIVE,CHAT_REGION,0.0010,1003.82,224.46,942.24,229.58,947.50,271.55,953.88,351.06,957.90,610.77,1157.90,431.54,752.35,436.26,1145.94,634.25,773.94,634.36,960.00,779.00
0.433,cam1,IDLE_ATTENTIVE,CHAT_REGION,0.0011,1004.03,223.01,943.01,228.27,946.98,271.14,953.88,350.85,957.90,610.76,1158.03,431.32,752.22,436.04,1145.94,634.11,773.96,634.20,960.00,779.00
0.467,cam1,IDLE_ATTENTIVE,CHAT_REGION,0.0013,1004.09,222.06,943.34,227.35,946.71,270.76,953.89,350.60,957.90,610.75,1158.20,431.07,752.07,435.78,1145.93,633.93,773.99,634.01,960.00,779.00
0.500,cam1,IDLE_ATTENTIVE,CHAT_REGION,0.0015,1004.10,221.49,943.38,226.77,946.65,270.41,953.89,350.33,957.90,610.74,1158.37,430.81,751.92,435.51,1145.91,633.74,774.02,633.81,960.00,779.00
0.533,cam1,IDLE_ATTENTIVE,CHAT_REGION,0.0018,1004.17,221.02,943.45,226.28,946.66,270.07,953.89,350.06,957.90,610.73,1158.54,430.53,751.76,435.23,1145.90,633.55,774.05,633.60,960.00,779.00
0.567,cam1,IDLE_ATTENTIVE,CHAT_REGION,0.0019,1004.22,221.00,943.27,226.17,946.86,269.81,953.89,349.81,957.90,610.73,1158.70,430.28,751.61,434.98,1145.89,633.37,774.08,633.41,960.00,779.00
0.600,cam1,IDLE_ATTENTIVE,CHAT_REGION,0.0020,1004.24,220.94,943.04,226.00,947.05,269.54,953.89,349.55,957.90,610.72,1158.87,430.02,751.45,434.72,1145.87,633.18,774.11,633.20,960.00,779.00
0.633,cam1,IDLE_ATTENTIVE,CHAT_REGION,0.0022,1004.21,220.84,942.79,225.79,947.23,269.26,953.89,349.30,957.90,610.71,1159.05,429.76,751.30,434.45,1145.85,632.99,774.15,633.00,960.00,779.00
0.667,cam1,IDLE_ATTENTIVE,CHAT_REGION,0.0023,1004.23,220.74,942.59,225.58,947.40,268.98,953.90,349.04,957.90,610.70,1159.22,429.49,751.14,434.19,1145.83,632.80,774.19,632.79,960.00,779.00
0.700,cam1,IDLE_ATTENTIVE,CHAT_REGION,0.0024,1004.28,220.68,942.44,225.43,947.56,268.70,953.90,348.78,957.90,610.69,1159.39,429.23,750.98,433.92,1145.81,632.61,774.23,632.58,960.00,779.00
0.733,cam1,IDLE_ATTENTIVE,CHAT_REGION,0.0025,1004.33,220.53,942.32,225.17,947.72,268.42,953.90,348.52,957.90,610.68,1159.56,428.97,750.83,433.66,1145.78,632.41,774.27,632.37,960.00,779.00
0.767,cam1,IDLE_ATTENTIVE,CHAT_REGION,0.0026,1004.34,220.35,942.15,224.91,947.86,268.14,953.90,348.27,957.90,610.68,1159.74,428.70,750.67,433.39,1145.76,632.21,774.32,632.16,960.00,779.00
0.800,cam1,IDLE_ATTENTIVE,CHAT_REGION,0.0026,1004.37,220.24,942.00,224.69,948.00,267.86,953.90,348.01,957.90,610.67,1159.91,428.44,750.51,433.13,1145.73,632.01,774.36,631.94,960.00,779.00
0.833,cam1,IDLE_ATTENTIVE,CHAT_REGION,0.0027,1004.34,220.10,941.82,224.48,948.13,267.60,953.91,347.77,957.90,610.66,1160.08,428.19,750.36,432.88,1145.70,631.82,774.41,631.74,960.00,779.00
0.867,cam1,IDLE_ATTENTIVE,CHAT_REGION,0.0026,1004.34,220.04,941.64,224.33,948.25,267.34,953.91,347.54,957.90,610.65,1160.24,427.94,750.21,432.64,1145.67,631.64,774.46,631.54,960.00,779.00
0.900,cam1,IDLE_ATTENTIVE,CHAT_REGION,0.0026,1004.31,219.93,941.46,224.16,948.37,267.12,953.91,347.34,957.90,610.65,1160.39,427.73,750.08,432.42,1145.64,631.47,774.50,631.36,960.00,779.00
0.933,cam1,IDLE_ATTENTIVE,CHAT_REGION,0.0024,1004.26,219.85,941.26,224.01,948.48,266.90,953.91,347.14,957.90,610.64,1160.53,427.52,749.94,432.21,1145.61,631.30,774.54,631.18,960.00,779.00
0.967,cam1,IDLE_ATTENTIVE,CHAT_REGION,0.0023,1004.29,219.78,941.17,223.89,948.58,266.71,953.91,346.96,957.90,610.64,1160.66,427.33,749.83,432.03,1145.59,631.16,774.58,631.02,960.00,779.00
1.000,cam1,IDLE_ATTENTIVE,CHAT_REGION,0.0022,1004.32,219.73,941.08,223.75,948.68,266.53,953.91,346.79,957.90,610.63,1160.79,427.16,749.71,431.85,1145.56,631.01,774.62,630.87,960.00,779.00
1.033,cam1,IDLE_ATTENTIVE,CHAT_REGION,0.0022,1004.19,219.60,940.82,223.59,948.77,266.36,953.92,346.64,957.90,610.63,1160.90,426.99,749.61,431.69,1145.54,630.89,774.66,630.73,960.00,779.00
1.067,cam1,IDLE_ATTENTIVE,CHAT_REGION,0.0020,1004.25,219.55,940.79,223.49,948.85,266.19,953.92,346.48,957.90,610.62,1161.01,426.82,749.51,431.52,1145.51,630.75,774.69,630.59,960.00,779.00
1.100,cam1,IDLE_ATTENTIVE,CHAT_REGION,0.0019,1004.24,219.54,940.69,223.44,948.93,266.06,953.92,346.36,957.90,610.62,1161.10,426.70,749.43,431.40,1145.49,630.65,774.72,630.48,960.00,779.00
1.133,cam1,IDLE_ATTENTIVE,CHAT_REGION,0.0019,1004.29,219.43,940.66,223.24,949.01,265.87,953.92,346.18,957.90,610.61,1161.23,426.51,749.31,431.21,1145.46,630.50,774.77,630.32,960.00,779.00
1.167,cam1,IDLE_ATTENTIVE,CHAT_REGION,0.0018,1004.31,219.40,940.61,223.16,949.08,265.80,953.92,346.11,957.90,610.61,1161.28,426.43,749.26,431.14,1145.44,630.44,774.79,630.25,960.00,779.00
1.200,cam1,IDLE_ATTENTIVE,CHAT_REGION,0.0016,1004.34,219.45,940.57,223.18,949.14,265.73,953.92,346.04,957.90,610.61,1161.34,426.36,749.21,431.06,1145.43,630.37,774.81,630.18,960.00,779.00
1.233,cam1,IDLE_ATTENTIVE,CHAT_REGION,0.0015,1004.35,219.46,940.52,223.15,949.20,265.65,953.92,345.96,957.90,610.61,1161.40,426.27,749.16,430.98,1145.42,630.30,774.83,630.11,960.00,779.00
1.267,cam1,IDLE_ATTENTIVE,CHAT_REGION,0.0016,1004.26,219.52,940.35,223.16,949.26,265.61,953.92,345.91,957.90,610.61,1161.43,426.22,749.13,430.93,1145.41,630.26,774.84,630.06,960.00,779.00
1.300,cam1,IDLE_ATTENTIVE,CHAT_REGION,0.0017,1004.26,219.63,940.27,223.22,949.31,265.58,953.92,345.87,957.90,610.61,1161.46,426.18,749.10,430.88,1145.40,630.23,774.85,630.03,960.00,779.00
1.333,cam1,IDLE_ATTENTIVE,CHAT_REGION,0.0017,1004.24,219.75,940.19,223.31,949.36,265.55,953.92,345.84,957.90,610.60,1161.48,426.14,749.08,430.85,1145.39,630.20,774.86,630.00,960.00,779.00
1.367,cam1,IDLE_ATTENTIVE,CHAT_REGION,0.0017,1004.19,219.91,940.08,223.44,949.40,265.57,953.92,345.84,957.90,610.60,1161.48,426.14,749.08,430.85,1145.39,630.20,774.86,630.00,960.00,779.00
1.400,cam1,IDLE_ATTENTIVE,CHAT_REGION,0.0016,1004.14,220.03,939.98,223.53,949.44,265.58,953.92,345.84,957.90,610.60,1161.49,426.14,749.08,430.85,1145.39,630.20,774.86,629.99,960.00,779.00
1.433,cam1,IDLE_ATTENTIVE,CHAT_REGION,0.0016,1004.17,220.12,939.97,223.58,949.48,265.60,953.92,345.84,957.90,610.60,1161.49,426.14,749.08,430.85,1145.39,630.20,774.86,630.00,960.00,779.00
1.467,cam1,IDLE_ATTENTIVE,CHAT_REGION,0.0015,1004.16,220.26,939.91,223.70,949.52,265.61,953.92,345.84,957.90,610.60,1161.49,426.14,749.08,430.85,1145.39,630.20,774.86,630.00,960.00,779.00
1.500,cam1,IDLE_ATTENTIVE,CHAT_REGION,0.0015,1004.04,220.32,939.75,223.77,949.55,265.64,953.92,345.85,957.90,610.61,1161.48,426.15,749.09,430.86,1145.39,630.21,774.86,630.01,960.00,779.00
1.533,cam1,IDLE_ATTENTIVE,CHAT_REGION,0.0016,1004.00,220.55,939.68,223.99,949.58,265.73,953.92,345.92,957.90,610.61,1161.43,426.22,749.13,430.93,1145.41,630.26,774.84,630.07,960.00,779.00
1.567,cam1,IDLE_ATTENTIVE,CHAT_REGION,0.0017,1003.93,220.56,939.56,223.97,949.60,265.70,953.92,345.88,957.90,610.61,1161.45,426.19,749.11,430.90,1145.40,630.24,774.85,630.04,960.00,779.00
1.600,cam1,IDLE_ATTENTIVE,CHAT_REGION,0.0017,1003.96,220.69,939.57,224.08,949.63,265.73,953.92,345.90,957.90,610.61,1161.44,426.20,749.12,430.91,1145.40,630.25,774.84,630.05,960.00,779.00
1.633,cam1,IDLE_ATTENTIVE,CHAT_REGION,0.0017,1003.95,220.75,939.54,224.13,949.65,265.73,953.92,345.89,957.90,610.61,1161.45,426.20,749.12,430.91,1145.40,630.25,774.84,630.05,960.00,779.00
1.667,cam1,IDLE_ATTENTIVE,CHAT_REGION,0.0018,1003.91,220.84,939.48,224.23,949.67,265.74,953.93,345.89,957.90,610.60,1161.44,426.20,749.12,430.91,1145.40,630.25,774.84,630.05,960.00,779.00
1.700,cam1,IDLE_ATTENTIVE,CHAT_REGION,0.0020,1003.84,220.95,939.38,224.33,949.69,265.81,953.92,345.95,957.90,610.61,1161.40,426.25,749.16,430.96,1145.41,630.30,774.83,630.10,960.00,779.00
1.733,cam1,IDLE_ATTENTIVE,CHAT_REGION,0.0020,1003.79,221.06,939.32,224.46,949.71,265.86,953.92,345.98,957.90,610.61,1161.38,426.29,749.18,431.00,1145.42,630.33,774.82,630.13,960.00,779.00
1.767,cam1,IDLE_ATTENTIVE,CHAT_REGION,0.0021,1003.87,221.14,939.41,224.51,949.72,265.91,953.92,346.02,957.90,610.61,1161.35,426.33,749.21,431.04,1145.43,630.36,774.81,630.17,960.00,779.00
1.800,cam1,IDLE_ATTENTIVE,CHAT_REGION,0.0021,1003.88,221.27,939.42,224.66,949.73,265.98,953.92,346.06,957.90,610.61,1161.31,426.38,749.24,431.09,1145.44,630.40,774.80,630.21,960.00,779.00
1.833,cam1,IDLE_ATTENTIVE,CHAT_REGION,0.0022,1003.92,221.38,939.48,224.75,949.74,266.06,953.92,346.13,957.90,610.61,1161.27,426.44,749.28,431.15,1145.45,630.45,774.78,630.27,960.00,779.00
1.867,cam1,IDLE_ATTENTIVE,CHAT_REGION,0.0021,1003.95,221.59,939.52,224.93,949.75,266.18,953.92,346.22,957.90,610.61,1161.20,426.55,749.35,431.25,1145.46,630.53,774.76,630.36,960.00,779.00
1.900,cam1,IDLE_ATTENTIVE,CHAT_REGION,0.0021,1003.93,221.72,939.49,225.06,949.76,266.30,953.92,346.31,957.90,610.62,1161.14,426.64,749.40,431.35,1145.48,630.61,774.73,630.44,960.00,779.00
1.933,cam1,IDLE_ATTENTIVE,CHAT_REGION,0.0021,1003.92,221.88,939.50,225.22,949.76,266.42,953.92,346.41,957.90,610.62,1161.07,426.74,749.47,431.45,1145.50,630.69,774.71,630.52,960.00,779.00
1.967,cam1,IDLE_ATTENTIVE,CHAT_REGION,0.0021,1003.86,222.08,939.45,225.44,949.76,266.58,953.92,346.53,957.90,610.62,1160.98,426.87,749.54,431.58,1145.52,630.79,774.68,630.63,960.00,779.00
2.000,cam1,IDLE_ATTENTIVE,CHAT_REGION,0.0020,1003.90,222.39,939.50,225.75,949.76,266.73,953.92,346.65,957.90,610.63,1160.90,427.00,749.62,431.70,1145.54,630.89,774.65,630.74,960.00,779.00
2.033,cam1,IDLE_ATTENTIVE,CHAT_REGION,0.0020,1003.92,222.58,939.54,225.93,949.76,266.88,953.92,346.76,957.90,610.63,1160.82,427.12,749.70,431.82,1145.55,630.99,774.63,630.84,960.00,779.00
2.067,cam1,IDLE_ATTENTIVE,CHAT_REGION,0.0021,1003.83,222.80,939.46,226.20,949.76,267.03,953.92,346.89,957.90,610.64,1160.72,427.25,749.78,431.96,1145.57,631.09,774.60,630.95,960.00,779.00
2.100,cam1,IDLE_ATTENTIVE,CHAT_REGION,0.0022,1003.84,223.06,939.51,226.47,949.75,267.24,953.92,347.05,957.90,610.64,1160.61,427.43,749.89,432.13,1145.60,631.23,774.56,631.10,960.00,779.00
2.133,cam1,IDLE_ATTENTIVE,CHAT_REGION,0.0025,1003.81,223.30,939.49,226.74,949.75,267.42,953.92,347.20,957.90,610.64,1160.50,427.58,749.99,432.28,1145.62,631.35,774.53,631.23,960.00,779.00
2.167,cam1,IDLE_ATTENTIVE,CHAT_REGION,0.0027,1003.77,223.59,939.48,227.05,949.74,267.61,953.92,347.35,957.90,610.65,1160.39,427.74,750.09,432.44,1145.64,631.48,774.50,631.37,960.00,779.00
2.200,cam1,IDLE_ATTENTIVE,CHAT_REGION,0.0031,1003.80,223.89,939.55,227.39,949.73,267.82,953.92,347.51,957.90,610.65,1160.26,427.91,750.21,432.61,1145.67,631.62,774.46,631.52,960.00,779.00
2.233,cam1,IDLE_ATTENTIVE,CHAT_REGION,0.0034,1003.75,224.12,939.54,227.64,949.72,268.02,953.92,347.67,957.90,610.65,1160.14,428.08,750.32,432.78,1145.69,631.76,774.43,631.67,960.00,779.00
2.267,cam1,IDLE_ATTENTIVE,CHAT_REGION,0.0038,1003.73,224.38,939.55,227.93,949.71,268.24,953.91,347.85,957.90,610.66,1160.01,428.26,750.44,432.96,1145.71,631.91,774.39,631.83,960.00,779.00
2.300,cam1,IDLE_ATTENTIVE,CHAT_REGION,0.0042,1003.71,224.68,939.57,228.25,949.70,268.47,953.91,348.03,957.90,610.66,1159.87,428.44,750.57,433.14,1145.73,632.06,774.35,631.99,960.00,779.00
2.333,cam1,IDLE_ATTENTIVE,CHAT_REGION,0.0046,1003.76,224.93,939.67,228.52,949.69,268.69,953.91,348.20,957.90,610.66,1159.74,428.63,750.69,433.33,1145.75,632.21,774.32,632.15,960.00,779.00
2.367,cam1,IDLE_ATTENTIVE,CHAT_REGION,0.0050,1003.74,225.22,939.70,228.83,949.68,268.92,953.91,348.39,957.90,610.67,1159.60,428.82,750.82,433.52,1145.77,632.36,774.28,632.31,960.00,779.00
2.400,cam1,IDLE_ATTENTIVE,CHAT_REGION,0.0056,1003.68,225.50,939.68,229.17,949.66,269.15,953.91,348.57,957.90,610.67,1159.46,429.01,750.95,433.71,1145.79,632.51,774.25,632.48,960.00,779.00
2.433,cam1,IDLE_ATTENTIVE,CHAT_REGION,0.0061,1003.67,225.83,939.69,229.49,949.65,269.39,953.91,348.76,957.90,610.67,1159.31,429.20,751.08,433.90,1145.81,632.67,774.22,632.65,960.00,779.00
2.467,cam1,IDLE_ATTENTIVE,CHAT_REGION,0.0065,1003.55,226.17,939.60,229.89,949.63,269.63,953.91,348.96,957.90,610.68,1159.17,429.40,751.21,434.11,1145.83,632.83,774.19,632.82,960.00,779.00
2.500,cam1,IDLE_ATTENTIVE,CHAT_REGION,0.0069,1003.51,226.46,939.59,230.21,949.62,269.88,953.91,349.15,957.90,610.68,1159.03,429.60,751.35,434.31,1145.85,632.98,774.15,632.99,960.00,779.00
2.533,cam1,IDLE_ATTENTIVE,CHAT_REGION,0.0072,1003.41,226.79,939.52,230.61,949.60,270.12,953.91,349.35,957.90,610.69,1158.88,429.80,751.48,434.51,1145.86,633.14,774.12,633.15,960.00,779.00
2.567,cam1,IDLE_ATTENTIVE,CAMERA_LENS,0.0076,1003.37,227.10,939.51,230.95,949.58,270.37,953.91,349.54,957.90,610.69,1158.74,430.00,751.61,434.71,1145.88,633.29,774.10,633.32,960.00,779.00
2.600,cam1,IDLE_ATTENTIVE,CAMERA_LENS,0.0080,1003.32,227.43,939.49,231.31,949.57,270.62,953.91,349.74,957.90,610.69,1158.60,430.20,751.74,434.91,1145.89,633.45,774.07,633.49,960.00,779.00
2.633,cam1,IDLE_ATTENTIVE,CAMERA_LENS,0.0083,1003.29,227.78,939.48,231.66,949.57,270.86,953.90,349.93,957.90,610.70,1158.46,430.39,751.87,435.10,1145.90,633.60,774.04,633.65,960.00,779.00
2.667,cam1,IDLE_ATTENTIVE,CAMERA_LENS,0.0088,1003.23,228.33,939.40,232.19,949.61,271.15,953.90,350.14,957.90,610.70,1158.31,430.60,752.01,435.32,1145.91,633.76,774.02,633.82,960.00,779.00
2.700,cam1,IDLE_ATTENTIVE,CAMERA_LENS,0.0092,1003.00,229.14,939.03,232.93,949.75,271.46,953.90,350.33,957.90,610.71,1158.17,430.79,752.14,435.51,1145.92,633.91,774.00,633.99,960.00,779.00
2.733,cam1,IDLE_ATTENTIVE,CAMERA_LENS,0.0097,1002.60,230.27,938.36,233.92,950.00,271.81,953.90,350.52,957.90,610.71,1158.03,430.98,752.27,435.70,1145.93,634.05,773.97,634.14,960.00,779.00
2.767,cam1,IDLE_ATTENTIVE,CAMERA_LENS,0.0101,1001.91,231.68,937.28,235.13,950.35,272.23,953.90,350.70,957.90,610.71,1157.90,431.16,752.39,435.89,1145.93,634.19,773.96,634.29,960.00,779.00
2.800,cam1,IDLE_ATTENTIVE,CAMERA_LENS,0.0106,1001.07,233.46,936.00,236.61,950.77,272.70,953.90,350.88,957.90,610.71,1157.76,431.34,752.51,436.07,1145.94,634.33,773.94,634.44,960.00,779.00
2.833,cam1,IDLE_ATTENTIVE,CAMERA_LENS,0.0111,999.91,235.54,934.37,238.32,951.23,273.21,953.90,351.04,957.90,610.72,1157.65,431.50,752.62,436.23,1145.94,634.45,773.92,634.58,960.00,779.00
2.867,cam1,IDLE_ATTENTIVE,CAMERA_LENS,0.0115,998.38,237.81,932.36,240.19,951.68,273.77,953.90,351.20,957.90,610.72,1157.53,431.66,752.73,436.40,1145.95,634.58,773.91,634.71,960.00,779.00
2.900,cam1,IDLE_ATTENTIVE,CAMERA_LENS,0.0121,996.67,240.21,930.25,242.11,952.08,274.34,953.90,351.34,957.90,610.72,1157.42,431.80,752.83,436.54,1145.95,634.68,773.90,634.83,960.00,779.00
2.933,cam1,IDLE_ATTENTIVE,CAMERA_LENS,0.0126,994.76,242.55,928.01,243.95,952.41,274.92,953.90,351.49,957.90,610.72,1157.31,431.94,752.93,436.68,1145.95,634.80,773.88,634.95,960.00,779.00
2.967,cam1,IDLE_ATTENTIVE,CAMERA_LENS,0.0132,992.98,244.66,926.01,245.56,952.67,275.44,953.90,351.61,957.90,610.72,1157.21,432.06,753.02,436.81,1145.95,634.89,773.87,635.05,960.00,779.00
3.000,cam1,IDLE_ATTENTIVE,CAMERA_LENS,0.0138,991.25,246.42,924.15,246.91,952.84,275.91,953.89,351.72,957.90,610.72,1157.13,432.17,753.10,436.92,1145.95,634.98,773.87,635.15,960.00,779.00
3.033,cam1,IDLE_ATTENTIVE,CAMERA_LENS,0.0144,989.88,247.88,922.71,248.04,952.95,276.32,953.89,351.83,957.90,610.72,1157.04,432.28,753.18,437.03,1145.95,635.07,773.86,635.25,960.00,779.00
3.067,cam1,IDLE_ATTENTIVE,CAMERA_LENS,0.0150,988.87,248.86,921.67,248.81,953.01,276.59,953.89,351.90,957.90,610.72,1156.97,432.35,753.24,437.10,1145.95,635.13,773.85,635.31,960.00,779.00
3.100,cam1,IDLE_ATTENTIVE,CAMERA_LENS,0.0155,988.38,249.40,921.18,249.23,953.04,276.76,953.89,351.95,957.90,610.72,1156.92,432.40,753.29,437.15,1145.95,635.18,773.85,635.37,960.00,779.00
3.133,cam1,IDLE_ATTENTIVE,CAMERA_LENS,0.0161,988.19,249.71,921.00,249.52,953.05,276.90,953.89,352.03,957.90,610.72,1156.86,432.48,753.35,437.23,1145.95,635.24,773.85,635.43,960.00,779.00
3.167,cam1,IDLE_ATTENTIVE,CAMERA_LENS,0.0168,988.16,249.76,920.98,249.57,953.05,276.97,953.89,352.07,957.90,610.72,1156.81,432.52,753.40,437.27,1145.95,635.29,773.84,635.49,960.00,779.00
3.200,cam1,IDLE_ATTENTIVE,CAMERA_LENS,0.0174,987.99,249.85,920.82,249.68,953.05,277.04,953.89,352.12,957.90,610.72,1156.76,432.57,753.44,437.32,1145.94,635.34,773.84,635.53,960.00,779.00
3.233,cam1,IDLE_ATTENTIVE,CAMERA_LENS,0.0179,987.98,249.90,920.82,249.73,953.05,277.10,953.89,352.17,957.90,610.72,1156.72,432.62,753.48,437.37,1145.94,635.38,773.84,635.58,960.00,779.00
3.267,cam1,IDLE_ATTENTIVE,CAMERA_LENS,0.0185,987.94,249.92,920.79,249.74,953.05,277.12,953.89,352.18,957.90,610.71,1156.69,432.62,753.51,437.38,1145.94,635.40,773.84,635.60,960.00,779.00
3.300,cam1,IDLE_ATTENTIVE,CAMERA_LENS,0.0192,987.98,249.90,920.84,249.74,953.05,277.12,953.89,352.18,957.90,610.71,1156.67,432.63,753.53,437.38,1145.94,635.41,773.84,635.62,960.00,779.00
3.333,cam1,IDLE_ATTENTIVE,CAMERA_LENS,0.0198,987.91,249.76,920.76,249.61,953.05,277.05,953.89,352.13,957.90,610.71,1156.69,432.58,753.51,437.33,1145.94,635.39,773.84,635.60,960.00,779.00
3.367,cam1,IDLE_ATTENTIVE,CAMERA_LENS,0.0204,987.80,249.77,920.66,249.60,953.05,277.05,953.89,352.13,957.90,610.70,1156.67,432.57,753.53,437.32,1145.94,635.40,773.84,635.61,960.00,779.00
3.400,cam1,IDLE_ATTENTIVE,CAMERA_LENS,0.0209,987.71,249.77,920.57,249.62,953.05,277.04,953.89,352.12,957.90,610.70,1156.66,432.56,753.54,437.31,1145.94,635.41,773.84,635.61,960.00,779.00
3.433,cam1,IDLE_ATTENTIVE,CAMERA_LENS,0.0215,987.69,249.79,920.55,249.63,953.05,277.05,953.89,352.12,957.90,610.70,1156.65,432.57,753.55,437.32,1145.94,635.42,773.84,635.63,960.00,779.00
3.467,cam1,IDLE_ATTENTIVE,CAMERA_LENS,0.0219,987.67,249.77,920.55,249.63,953.05,277.07,953.89,352.14,957.90,610.70,1156.63,432.58,753.57,437.33,1145.94,635.44,773.84,635.65,960.00,779.00
3.500,cam1,IDLE_ATTENTIVE,CAMERA_LENS,0.0224,987.69,249.73,920.56,249.59,953.05,277.05,953.89,352.12,957.90,610.69,1156.62,432.56,753.58,437.31,1145.94,635.44,773.84,635.65,960.00,779.00
3.533,cam1,IDLE_ATTENTIVE,CAMERA_LENS,0.0229,987.73,249.77,920.60,249.61,953.05,277.03,953.89,352.11,957.90,610.69,1156.62,432.55,753.58,437.30,1145.94,635.44,773.84,635.65,960.00,779.00
3.567,cam1,IDLE_ATTENTIVE,CAMERA_LENS,0.0233,987.66,249.77,920.54,249.60,953.05,277.03,953.89,352.11,957.90,610.69,1156.61,432.55,753.59,437.30,1145.94,635.45,773.84,635.66,960.00,779.00
3.600,cam1,IDLE_ATTENTIVE,CAMERA_LENS,0.0237,987.66,249.72,920.54,249.53,953.05,276.97,953.89,352.06,957.90,610.68,1156.63,432.50,753.57,437.25,1145.94,635.43,773.84,635.63,960.00,779.00
3.633,cam1,IDLE_ATTENTIVE,CAMERA_LENS,0.0241,987.65,249.68,920.53,249.48,953.05,276.95,953.89,352.04,957.90,610.68,1156.63,432.49,753.57,437.23,1145.94,635.43,773.84,635.63,960.00,779.00
3.667,cam1,IDLE_ATTENTIVE,CAMERA_LENS,0.0246,987.64,249.63,920.52,249.42,953.05,276.91,953.89,352.01,957.90,610.68,1156.63,432.46,753.57,437.21,1145.93,635.42,773.84,635.62,960.00,779.00
3.700,cam1,IDLE_ATTENTIVE,CAMERA_LENS,0.0250,987.60,249.48,920.48,249.30,953.05,276.87,953.89,351.98,957.90,610.68,1156.64,432.43,753.56,437.17,1145.93,635.40,773.84,635.60,960.00,779.00
3.733,cam1,IDLE_ATTENTIVE,CAMERA_LENS,0.0255,987.47,249.44,920.35,249.24,953.05,276.81,953.89,351.93,957.90,610.67,1156.66,432.38,753.55,437.13,1145.93,635.38,773.85,635.58,960.00,779.00
3.767,cam1,IDLE_ATTENTIVE,CAMERA_LENS,0.0260,987.52,249.39,920.39,249.21,953.05,276.79,953.89,351.92,957.90,610.67,1156.65,432.36,753.55,437.11,1145.93,635.38,773.85,635.58,960.00,779.00
3.800,cam1,IDLE_ATTENTIVE,CAMERA_LENS,0.0265,987.46,249.35,920.34,249.17,953.05,276.79,953.89,351.91,957.90,610.67,1156.64,432.36,753.56,437.10,1145.93,635.39,773.85,635.59,960.00,779.00
3.833,cam1,IDLE_ATTENTIVE,CAMERA_LENS,0.0269,987.38,249.41,920.27,249.26,953.05,276.84,953.89,351.95,957.90,610.66,1156.61,432.40,753.59,437.14,1145.93,635.42,773.84,635.63,960.00,779.00
