t,camera,intention,attention,engagement,eye_l_x,eye_l_y,eye_r_x,eye_r_y,head_x,head_y,neck_x,neck_y,chest_x,chest_y,shoulder_l_x,shoulder_l_y,shoulder_r_x,shoulder_r_y,wrist_l_x,wrist_l_y,wrist_r_x,wrist_r_y,pelvis_x,pelvis_y
76.133,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0726,876.92,225.23,826.02,224.11,908.09,267.91,926.67,349.05,986.36,611.78,1116.16,439.05,767.94,427.64,912.51,648.17,614.11,618.84,986.30,781.98
76.167,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0731,875.42,225.93,825.14,224.59,907.75,268.19,926.42,349.21,986.36,611.78,1115.93,439.21,767.84,427.79,912.46,648.27,614.04,618.93,986.32,781.97
76.200,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0736,873.25,226.88,823.96,225.15,907.39,268.52,926.17,349.37,986.35,611.79,1115.71,439.36,767.74,427.94,912.42,648.36,613.97,619.02,986.34,781.97
76.233,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0740,870.27,228.20,822.43,225.92,907.08,268.86,926.00,349.48,986.35,611.79,1115.55,439.46,767.67,428.04,912.39,648.42,613.92,619.09,986.35,781.96
76.267,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0743,866.54,229.79,820.57,226.83,906.65,269.31,925.78,349.62,986.34,611.79,1115.35,439.60,767.58,428.18,912.34,648.51,613.85,619.17,986.36,781.96
76.300,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0746,862.16,231.60,818.49,227.79,906.10,269.84,925.53,349.78,986.34,611.80,1115.12,439.75,767.49,428.33,912.30,648.60,613.78,619.27,986.38,781.95
76.333,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0749,857.59,233.36,816.47,228.66,905.55,270.34,925.35,349.89,986.33,611.80,1114.96,439.86,767.41,428.44,912.26,648.67,613.73,619.33,986.39,781.95
76.367,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0752,852.97,235.11,814.49,229.52,904.96,270.85,925.19,350.00,986.33,611.80,1114.80,439.97,767.35,428.54,912.23,648.73,613.68,619.40,986.39,781.95
76.400,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0754,848.68,236.73,812.71,230.28,904.27,271.38,924.99,350.13,986.32,611.80,1114.62,440.09,767.27,428.67,912.19,648.81,613.62,619.48,986.40,781.94
76.433,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0756,845.00,238.02,811.30,230.84,903.69,271.81,924.86,350.22,986.32,611.81,1114.50,440.17,767.22,428.75,912.17,648.86,613.59,619.53,986.41,781.94
76.467,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0758,842.00,239.08,810.14,231.34,903.16,272.18,924.73,350.30,986.31,611.81,1114.38,440.25,767.17,428.83,912.14,648.91,613.55,619.58,986.42,781.94
76.500,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0759,839.79,239.81,809.35,231.66,902.81,272.42,924.66,350.34,986.31,611.81,1114.32,440.29,767.14,428.87,912.13,648.94,613.53,619.60,986.42,781.94
76.533,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0759,838.60,240.27,808.85,231.90,902.51,272.62,924.56,350.41,986.31,611.81,1114.22,440.36,767.10,428.93,912.11,648.98,613.50,619.64,986.42,781.94
76.567,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0760,838.01,240.54,808.57,232.06,902.32,272.74,924.46,350.47,986.30,611.81,1114.13,440.42,767.06,428.99,912.09,649.02,613.47,619.68,986.42,781.94
76.600,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0762,837.80,240.65,808.45,232.13,902.21,272.82,924.38,350.53,986.30,611.81,1114.05,440.47,767.03,429.04,912.07,649.05,613.45,619.71,986.43,781.94
76.633,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0763,837.97,240.89,808.18,232.43,901.99,272.88,924.33,350.55,986.30,611.81,1113.98,440.50,767.03,429.06,912.06,649.06,613.44,619.73,986.43,781.93
76.667,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0763,838.03,241.24,807.79,232.86,901.69,273.00,924.20,350.62,986.30,611.82,1113.84,440.58,767.00,429.12,912.04,649.10,613.41,619.77,986.44,781.93
76.700,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0764,838.17,241.56,807.46,233.26,901.44,273.10,924.11,350.67,986.29,611.82,1113.73,440.64,766.98,429.16,912.03,649.14,613.38,619.80,986.44,781.93
76.733,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0764,838.24,241.87,807.13,233.66,901.21,273.18,924.03,350.72,986.29,611.82,1113.63,440.68,766.97,429.19,912.01,649.16,613.36,619.83,986.44,781.93
76.767,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0765,838.35,242.07,806.87,233.98,901.02,273.24,923.98,350.74,986.29,611.82,1113.56,440.72,766.97,429.21,912.01,649.17,613.35,619.84,986.44,781.93
76.800,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0766,838.48,242.26,806.67,234.22,900.86,273.28,923.95,350.75,986.29,611.82,1113.51,440.74,766.97,429.21,912.00,649.18,613.35,619.85,986.45,781.93
76.833,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0769,838.60,242.39,806.48,234.44,900.72,273.31,923.93,350.76,986.30,611.82,1113.47,440.75,766.98,429.21,912.00,649.17,613.35,619.85,986.46,781.93
76.867,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0771,838.67,242.60,806.26,234.71,900.54,273.38,923.87,350.79,986.30,611.82,1113.40,440.78,766.97,429.23,912.00,649.19,613.34,619.86,986.47,781.92
76.900,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0773,838.72,242.78,806.05,234.96,900.38,273.42,923.83,350.81,986.30,611.82,1113.34,440.81,766.97,429.24,911.99,649.20,613.33,619.87,986.47,781.92
76.933,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0776,838.85,242.87,805.93,235.11,900.29,273.43,923.83,350.80,986.30,611.82,1113.32,440.81,766.99,429.22,912.00,649.18,613.34,619.86,986.48,781.92
76.967,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0778,839.01,243.04,805.78,235.34,900.16,273.47,923.81,350.81,986.31,611.82,1113.28,440.83,766.99,429.22,912.00,649.19,613.34,619.86,986.49,781.92
77.000,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0779,839.22,243.14,805.70,235.50,900.11,273.46,923.83,350.78,986.31,611.82,1113.28,440.81,767.01,429.19,912.01,649.17,613.35,619.84,986.49,781.92
77.033,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0780,839.40,243.22,805.63,235.63,900.00,273.48,923.82,350.78,986.31,611.82,1113.25,440.82,767.02,429.19,912.01,649.17,613.35,619.84,986.49,781.92
77.067,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0780,839.60,243.38,805.53,235.83,899.92,273.49,923.82,350.78,986.31,611.82,1113.23,440.82,767.04,429.17,912.01,649.16,613.36,619.84,986.50,781.91
77.100,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0782,839.71,243.59,805.35,236.08,899.75,273.56,923.74,350.82,986.31,611.82,1113.14,440.86,767.02,429.21,912.00,649.18,613.34,619.86,986.50,781.91
77.133,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0783,839.90,243.74,805.27,236.25,899.66,273.58,923.73,350.82,986.31,611.82,1113.10,440.88,767.03,429.20,912.00,649.18,613.34,619.86,986.51,781.91
77.167,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0785,839.84,243.88,805.10,236.43,899.51,273.64,923.67,350.85,986.32,611.82,1113.03,440.91,767.02,429.23,911.99,649.20,613.33,619.88,986.51,781.91
77.200,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0786,839.80,244.09,804.90,236.67,899.36,273.71,923.59,350.90,986.31,611.82,1112.94,440.96,767.01,429.26,911.98,649.22,613.31,619.90,986.52,781.91
77.233,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0788,839.95,244.17,804.83,236.81,899.28,273.73,923.58,350.90,986.32,611.82,1112.91,440.96,767.02,429.25,911.98,649.22,613.31,619.90,986.52,781.91
77.267,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0790,839.92,244.23,804.68,236.96,899.19,273.75,923.56,350.90,986.32,611.82,1112.88,440.98,767.02,429.25,911.98,649.22,613.31,619.90,986.53,781.90
77.300,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0792,840.08,244.17,804.70,236.97,899.22,273.70,923.62,350.86,986.33,611.82,1112.92,440.94,767.05,429.20,911.99,649.18,613.33,619.87,986.54,781.90
77.333,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0793,840.23,244.19,804.70,237.02,899.21,273.68,923.65,350.83,986.33,611.81,1112.93,440.92,767.08,429.17,912.00,649.16,613.35,619.85,986.54,781.90
77.367,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0794,840.28,244.28,804.60,237.14,899.07,273.74,923.59,350.87,986.33,611.81,1112.85,440.96,767.07,429.20,911.99,649.18,613.33,619.87,986.55,781.90
77.400,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0795,840.24,244.39,804.48,237.28,899.00,273.76,923.56,350.88,986.33,611.82,1112.81,440.98,767.07,429.20,911.99,649.19,613.33,619.88,986.55,781.90
77.433,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0795,840.37,244.46,804.45,237.36,898.95,273.77,923.55,350.87,986.33,611.82,1112.79,440.98,767.08,429.19,911.99,649.19,613.33,619.88,986.55,781.90
77.467,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0795,840.60,244.37,804.54,237.30,898.98,273.72,923.61,350.83,986.33,611.81,1112.82,440.95,767.12,429.15,912.00,649.16,613.35,619.85,986.55,781.90
77.500,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0795,840.60,244.43,804.46,237.40,898.92,273.74,923.60,350.83,986.33,611.81,1112.79,440.95,767.12,429.14,912.00,649.16,613.35,619.85,986.55,781.90
77.533,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0796,840.67,244.43,804.44,237.44,898.91,273.72,923.62,350.81,986.34,611.81,1112.79,440.94,767.14,429.12,912.01,649.15,613.36,619.84,986.55,781.90
77.567,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0796,840.63,244.48,804.35,237.53,898.85,273.74,923.59,350.83,986.34,611.81,1112.75,440.96,767.15,429.12,912.01,649.15,613.35,619.84,986.56,781.90
77.600,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0797,840.69,244.61,804.27,237.67,898.77,273.78,923.55,350.84,986.34,611.81,1112.70,440.98,767.14,429.13,912.00,649.16,613.35,619.85,986.56,781.89
77.633,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0797,840.86,244.49,804.39,237.58,898.89,273.67,923.67,350.76,986.34,611.81,1112.79,440.91,767.20,429.05,912.03,649.11,613.38,619.80,986.56,781.89
77.667,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0797,841.07,244.40,804.50,237.51,898.98,273.60,923.76,350.70,986.35,611.81,1112.86,440.85,767.25,428.98,912.05,649.07,613.41,619.76,986.56,781.89
77.700,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0797,841.21,244.24,804.64,237.38,899.14,273.47,923.91,350.60,986.36,611.81,1112.98,440.76,767.31,428.88,912.08,649.01,613.46,619.70,986.56,781.89
77.733,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0798,841.46,244.01,804.84,237.19,899.32,273.34,924.06,350.49,986.37,611.80,1113.11,440.67,767.38,428.78,912.11,648.94,613.51,619.63,986.56,781.89
77.767,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0797,841.73,243.84,805.04,237.05,899.52,273.19,924.23,350.37,986.37,611.80,1113.25,440.56,767.46,428.66,912.15,648.87,613.56,619.56,986.56,781.90
77.800,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0796,841.92,243.65,805.22,236.90,899.72,273.04,924.40,350.26,986.38,611.80,1113.40,440.45,767.54,428.54,912.19,648.80,613.62,619.49,986.56,781.90
77.833,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0796,842.34,243.44,805.51,236.71,899.98,272.86,924.62,350.11,986.39,611.79,1113.58,440.32,767.63,428.40,912.23,648.71,613.68,619.39,986.55,781.90
77.867,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0795,842.74,243.10,805.87,236.41,900.32,272.62,924.89,349.93,986.41,611.79,1113.83,440.15,767.75,428.22,912.29,648.59,613.77,619.28,986.55,781.90
77.900,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0793,843.15,242.73,806.26,236.07,900.70,272.36,925.20,349.73,986.42,611.78,1114.10,439.96,767.88,428.02,912.35,648.47,613.87,619.15,986.54,781.90
77.933,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0791,843.55,242.38,806.61,235.78,901.04,272.13,925.47,349.55,986.43,611.78,1114.34,439.79,768.00,427.85,912.41,648.36,613.95,619.04,986.54,781.90
77.967,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0790,843.92,242.08,806.93,235.53,901.38,271.89,925.75,349.37,986.45,611.77,1114.58,439.62,768.12,427.67,912.47,648.24,614.04,618.93,986.53,781.90
78.000,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0789,844.30,241.71,807.33,235.17,901.76,271.64,926.05,349.18,986.46,611.77,1114.85,439.44,768.25,427.48,912.53,648.12,614.14,618.80,986.53,781.90
78.033,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0788,844.79,241.25,807.80,234.75,902.19,271.35,926.39,348.96,986.48,611.76,1115.15,439.23,768.39,427.26,912.61,647.98,614.26,618.66,986.53,781.91
78.067,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0786,845.19,240.85,808.24,234.36,902.63,271.06,926.74,348.73,986.49,611.76,1115.47,439.01,768.54,427.04,912.68,647.83,614.37,618.51,986.52,781.91
78.100,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0782,845.64,240.46,808.66,234.03,903.06,270.77,927.08,348.51,986.50,611.75,1115.77,438.80,768.69,426.83,912.75,647.70,614.49,618.37,986.50,781.91
78.133,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0778,846.05,240.01,809.10,233.64,903.50,270.48,927.43,348.29,986.52,611.74,1116.07,438.59,768.84,426.61,912.83,647.56,614.60,618.23,986.49,781.92
78.167,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0775,846.57,239.61,809.58,233.25,903.96,270.19,927.78,348.07,986.53,611.74,1116.39,438.38,768.99,426.39,912.90,647.41,614.72,618.09,986.48,781.92
78.200,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0770,847.04,239.21,810.03,232.90,904.41,269.90,928.14,347.85,986.54,611.73,1116.70,438.16,769.14,426.17,912.97,647.27,614.84,617.94,986.46,781.93
78.233,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0768,847.46,238.78,810.48,232.50,904.85,269.61,928.48,347.63,986.55,611.73,1117.01,437.95,769.29,425.96,913.05,647.13,614.97,617.80,986.45,781.93
78.267,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0765,847.82,238.33,810.92,232.09,905.28,269.34,928.82,347.42,986.57,611.72,1117.31,437.75,769.44,425.75,913.12,646.99,615.09,617.66,986.44,781.93
78.300,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0763,848.38,237.92,811.42,231.69,905.72,269.06,929.16,347.21,986.58,611.72,1117.61,437.54,769.58,425.54,913.20,646.85,615.21,617.52,986.44,781.93
78.333,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0760,848.90,237.46,811.90,231.30,906.17,268.78,929.51,347.00,986.60,611.71,1117.92,437.33,769.73,425.33,913.27,646.70,615.34,617.37,986.42,781.94
78.367,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0757,849.27,237.11,812.30,230.97,906.60,268.51,929.84,346.80,986.61,611.71,1118.22,437.14,769.88,425.13,913.34,646.57,615.46,617.23,986.41,781.94
78.400,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0754,849.70,236.71,812.75,230.62,907.06,268.22,930.20,346.58,986.62,611.70,1118.54,436.92,770.03,424.91,913.42,646.42,615.59,617.09,986.40,781.95
78.433,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0750,850.10,236.36,813.15,230.29,907.43,268.00,930.48,346.41,986.63,611.70,1118.78,436.75,770.16,424.74,913.48,646.30,615.70,616.97,986.39,781.95
78.467,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0747,850.34,236.00,813.49,229.98,907.82,267.75,930.79,346.22,986.64,611.69,1119.05,436.57,770.29,424.56,913.55,646.18,615.81,616.85,986.38,781.95
78.500,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0743,850.72,235.67,813.88,229.67,908.21,267.52,931.08,346.04,986.65,611.69,1119.31,436.40,770.42,424.38,913.61,646.05,615.92,616.72,986.36,781.96
78.533,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0741,851.03,235.40,814.22,229.39,908.54,267.32,931.33,345.89,986.66,611.68,1119.53,436.25,770.54,424.23,913.67,645.95,616.02,616.62,986.35,781.96
78.567,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0737,851.29,235.14,814.48,229.19,908.82,267.15,931.54,345.77,986.66,611.68,1119.71,436.12,770.63,424.10,913.71,645.86,616.10,616.53,986.34,781.96
78.600,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0734,851.53,234.94,814.74,228.98,909.04,267.02,931.71,345.67,986.67,611.68,1119.85,436.02,770.71,424.00,913.75,645.80,616.16,616.46,986.33,781.97
78.633,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0731,851.72,234.78,814.90,228.88,909.22,266.91,931.84,345.59,986.67,611.68,1119.95,435.95,770.78,423.92,913.78,645.74,616.21,616.41,986.32,781.97
78.667,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0729,851.86,234.63,815.08,228.73,909.41,266.79,931.98,345.50,986.67,611.67,1120.07,435.86,770.85,423.83,913.81,645.68,616.26,616.35,986.31,781.97
78.700,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0727,852.00,234.48,815.23,228.59,909.55,266.71,932.09,345.44,986.68,611.67,1120.15,435.80,770.90,423.76,913.83,645.64,616.30,616.31,986.31,781.98
78.733,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0725,852.11,234.40,815.34,228.52,909.64,266.65,932.15,345.40,986.68,611.67,1120.19,435.77,770.94,423.72,913.84,645.62,616.33,616.29,986.30,781.98
78.767,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0724,852.38,234.10,815.63,228.24,909.89,266.50,932.33,345.29,986.68,611.67,1120.35,435.66,771.02,423.61,913.89,645.54,616.40,616.21,986.29,781.98
78.800,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0722,852.35,234.07,815.64,228.22,909.92,266.49,932.34,345.28,986.68,611.67,1120.35,435.65,771.04,423.60,913.89,645.53,616.41,616.20,986.29,781.98
78.833,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0720,852.25,234.07,815.62,228.20,909.90,266.50,932.32,345.29,986.68,611.67,1120.31,435.67,771.04,423.61,913.88,645.55,616.39,616.22,986.28,781.98
78.867,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0718,852.16,234.06,815.60,228.18,909.88,266.51,932.30,345.30,986.67,611.67,1120.27,435.68,771.04,423.62,913.87,645.56,616.38,616.23,986.27,781.99
78.900,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0715,852.28,233.87,815.77,228.03,910.07,266.41,932.43,345.22,986.67,611.67,1120.38,435.60,771.11,423.53,913.90,645.51,616.43,616.17,986.26,781.99
78.933,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0712,852.23,233.80,815.80,227.96,910.11,266.38,932.45,345.21,986.67,611.67,1120.38,435.59,771.13,423.52,913.91,645.50,616.44,616.17,986.25,781.99
78.967,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0709,852.16,233.82,815.79,227.97,910.14,266.37,932.46,345.20,986.67,611.67,1120.37,435.59,771.14,423.51,913.91,645.50,616.44,616.17,986.24,782.00
79.000,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0706,852.10,233.86,815.73,228.01,910.07,266.41,932.39,345.23,986.66,611.67,1120.30,435.62,771.13,423.54,913.89,645.53,616.41,616.20,986.23,782.00
79.033,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0704,852.15,233.80,815.79,227.93,910.05,266.42,932.37,345.24,986.65,611.67,1120.26,435.64,771.13,423.55,913.88,645.55,616.40,616.21,986.22,782.00
79.067,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0702,851.96,233.89,815.69,227.96,909.95,266.49,932.28,345.30,986.65,611.68,1120.15,435.70,771.10,423.60,913.86,645.59,616.36,616.26,986.22,782.01
79.100,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0701,851.89,233.85,815.69,227.93,909.95,266.49,932.26,345.30,986.64,611.68,1120.13,435.70,771.11,423.60,913.86,645.60,616.35,616.26,986.21,782.01
79.133,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0699,851.82,233.82,815.67,227.90,909.93,266.50,932.24,345.31,986.64,611.68,1120.09,435.72,771.10,423.61,913.85,645.61,616.34,616.28,986.20,782.01
79.167,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0696,851.67,233.80,815.62,227.88,909.86,266.55,932.16,345.35,986.63,611.68,1120.00,435.76,771.09,423.65,913.83,645.65,616.31,616.31,986.20,782.01
79.200,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0693,851.54,233.81,815.55,227.90,909.80,266.59,932.11,345.39,986.62,611.68,1119.93,435.80,771.07,423.68,913.82,645.68,616.28,616.34,986.18,782.02
79.233,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0689,851.44,233.82,815.53,227.88,909.78,266.61,932.07,345.40,986.61,611.68,1119.88,435.82,771.07,423.69,913.81,645.70,616.26,616.36,986.17,782.02
79.267,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0685,851.31,233.88,815.46,227.91,909.69,266.66,931.99,345.45,986.60,611.69,1119.79,435.87,771.05,423.73,913.78,645.74,616.22,616.40,986.16,782.02
79.300,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0680,851.17,233.95,815.36,227.98,909.59,266.73,931.90,345.50,986.59,611.69,1119.68,435.92,771.03,423.78,913.76,645.79,616.18,616.45,986.14,782.03
79.333,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0675,850.96,234.06,815.21,228.08,909.46,266.81,931.78,345.56,986.58,611.69,1119.55,435.99,771.00,423.85,913.73,645.85,616.12,616.51,986.12,782.04
79.367,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0670,850.77,234.13,815.12,228.11,909.38,266.86,931.70,345.61,986.56,611.69,1119.45,436.04,770.98,423.89,913.70,645.89,616.08,616.55,986.10,782.04
79.400,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0664,850.48,234.28,814.94,228.24,909.23,266.95,931.58,345.68,986.55,611.70,1119.31,436.12,770.94,423.96,913.67,645.96,616.02,616.62,986.08,782.05
79.433,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0660,850.39,234.36,814.86,228.27,909.08,267.05,931.44,345.75,986.53,611.70,1119.17,436.20,770.90,424.03,913.64,646.02,615.96,616.68,986.07,782.05
79.467,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0657,850.12,234.51,814.66,228.40,908.89,267.17,931.27,345.85,986.52,611.71,1118.99,436.30,770.84,424.12,913.60,646.10,615.89,616.76,986.05,782.06
79.500,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0654,849.95,234.61,814.52,228.47,908.72,267.27,931.13,345.93,986.51,611.71,1118.84,436.38,770.80,424.20,913.56,646.17,615.83,616.83,986.04,782.06
79.533,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0650,849.61,234.85,814.27,228.66,908.49,267.42,930.94,346.04,986.49,611.71,1118.64,436.50,770.73,424.31,913.51,646.25,615.75,616.91,986.03,782.06
79.567,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0647,849.36,235.02,814.08,228.79,908.31,267.53,930.78,346.13,986.48,611.72,1118.47,436.59,770.68,424.40,913.48,646.33,615.68,616.99,986.02,782.07
79.600,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0643,848.97,235.21,813.83,228.96,908.12,267.65,930.61,346.23,986.46,611.72,1118.30,436.69,770.62,424.49,913.43,646.41,615.61,617.07,986.00,782.07
79.633,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0638,848.69,235.47,813.59,229.16,907.90,267.79,930.42,346.34,986.44,611.72,1118.10,436.81,770.56,424.59,913.39,646.49,615.53,617.15,985.99,782.08
79.667,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0633,848.42,235.66,813.36,229.33,907.66,267.94,930.23,346.46,986.42,611.73,1117.89,436.93,770.50,424.71,913.34,646.59,615.45,617.25,985.97,782.09
79.700,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0627,848.14,235.85,813.13,229.49,907.41,268.10,930.01,346.58,986.40,611.74,1117.67,437.05,770.42,424.83,913.28,646.69,615.36,617.35,985.95,782.09
79.733,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0623,847.83,236.02,812.88,229.64,907.16,268.26,929.80,346.70,986.39,611.74,1117.45,437.18,770.35,424.95,913.23,646.79,615.27,617.45,985.93,782.10
79.767,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0620,847.47,236.24,812.59,229.85,906.87,268.44,929.56,346.84,986.37,611.75,1117.21,437.32,770.27,425.08,913.18,646.89,615.18,617.56,985.92,782.10
79.800,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0616,847.14,236.47,812.32,230.04,906.60,268.61,929.34,346.98,986.35,611.75,1116.98,437.46,770.19,425.21,913.12,646.99,615.09,617.66,985.90,782.10
79.833,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0612,846.86,236.65,812.09,230.18,906.33,268.78,929.10,347.11,986.33,611.76,1116.75,437.60,770.11,425.34,913.07,647.10,615.00,617.76,985.89,782.11
79.867,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,-0.0608,846.48,236.87,811.82,230.36,906.06,268.95,928.88,347.24,986.31,611.76,1116.52,437.73,770.03,425.47,913.01,647.20,614.91,617.86,985.88,782.11
