t,camera,intention,attention,engagement,eye_l_x,eye_l_y,eye_r_x,eye_r_y,head_x,head_y,neck_x,neck_y,chest_x,chest_y,shoulder_l_x,shoulder_l_y,shoulder_r_x,shoulder_r_y,wrist_l_x,wrist_l_y,wrist_r_x,wrist_r_y,pelvis_x,pelvis_y
0.000,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.0002,870.37,248.13,814.12,248.01,897.13,273.97,925.81,349.59,985.06,612.00,1113.78,439.64,768.53,428.33,911.51,650.03,612.67,620.69,983.68,782.82
0.033,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.0002,870.38,248.08,814.15,247.95,897.20,273.93,925.86,349.56,985.07,612.00,1113.84,439.60,768.56,428.30,911.52,650.01,612.68,620.67,983.68,782.82
0.067,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.0004,870.91,247.76,814.55,247.68,897.39,273.80,925.98,349.49,985.08,612.00,1113.94,439.53,768.61,428.23,911.54,649.97,612.71,620.63,983.68,782.82
0.100,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.0005,872.17,246.94,815.46,247.05,897.72,273.56,926.10,349.42,985.09,611.99,1114.06,439.46,768.66,428.16,911.56,649.93,612.75,620.59,983.68,782.82
0.133,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.0006,874.82,245.29,817.36,245.79,898.36,273.07,926.34,349.27,985.10,611.99,1114.28,439.32,768.75,428.02,911.61,649.83,612.81,620.49,983.68,782.82
0.167,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.0007,878.55,242.97,820.02,244.08,899.10,272.48,926.54,349.15,985.11,611.98,1114.47,439.20,768.83,427.90,911.65,649.76,612.87,620.42,983.68,782.82
0.200,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.0007,883.41,239.95,823.53,241.83,899.94,271.75,926.75,349.01,985.12,611.98,1114.67,439.07,768.91,427.77,911.70,649.67,612.93,620.32,983.68,782.82
0.233,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.0005,889.02,236.38,827.68,239.09,900.87,270.89,927.04,348.83,985.14,611.98,1114.95,438.90,769.01,427.59,911.77,649.54,613.02,620.20,983.68,782.82
0.267,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.0006,894.68,232.63,831.98,236.17,901.71,270.04,927.32,348.66,985.15,611.97,1115.22,438.72,769.12,427.42,911.83,649.43,613.11,620.09,983.68,782.82
0.300,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.0007,900.22,228.85,836.34,233.15,902.56,269.15,927.72,348.41,985.17,611.96,1115.60,438.48,769.28,427.18,911.91,649.26,613.23,619.92,983.68,782.82
0.333,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.0008,905.07,225.44,840.26,230.41,903.19,268.39,928.07,348.20,985.19,611.96,1115.93,438.27,769.42,426.98,911.99,649.12,613.34,619.78,983.68,782.82
0.367,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.0009,908.83,222.51,843.38,228.01,903.66,267.77,928.39,348.00,985.21,611.95,1116.23,438.08,769.54,426.79,912.05,648.99,613.44,619.65,983.68,782.82
0.400,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.0010,912.02,220.28,846.11,226.08,904.15,267.20,928.78,347.77,985.24,611.94,1116.61,437.85,769.70,426.56,912.14,648.83,613.56,619.49,983.68,782.82
0.433,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.0011,914.22,218.74,848.03,224.71,904.60,266.76,929.16,347.54,985.26,611.94,1116.96,437.63,769.85,426.34,912.22,648.68,613.68,619.34,983.68,782.82
0.467,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.0013,915.66,217.72,849.32,223.75,905.16,266.35,929.61,347.28,985.28,611.93,1117.38,437.37,770.03,426.08,912.31,648.50,613.83,619.16,983.68,782.82
0.500,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.0015,916.53,217.11,850.12,223.14,905.76,265.98,930.07,347.00,985.31,611.92,1117.82,437.09,770.21,425.81,912.41,648.31,613.98,618.97,983.68,782.82
0.533,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.0018,917.36,216.60,850.90,222.62,906.41,265.62,930.57,346.71,985.34,611.91,1118.29,436.80,770.42,425.53,912.52,648.11,614.14,618.77,983.68,782.82
0.567,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.0019,917.56,216.58,851.11,222.50,907.02,265.35,931.01,346.45,985.37,611.90,1118.71,436.54,770.59,425.27,912.61,647.92,614.29,618.59,983.68,782.82
0.600,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.0020,917.77,216.51,851.34,222.32,907.65,265.06,931.47,346.18,985.40,611.89,1119.15,436.27,770.78,425.00,912.72,647.73,614.45,618.40,983.68,782.82
0.633,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.0022,917.98,216.40,851.57,222.10,908.27,264.77,931.94,345.92,985.42,611.89,1119.59,436.00,770.96,424.74,912.82,647.53,614.62,618.21,983.68,782.82
0.667,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.0023,918.26,216.29,851.86,221.87,908.90,264.47,932.41,345.64,985.45,611.88,1120.04,435.72,771.15,424.47,912.93,647.33,614.79,618.01,983.68,782.82
0.700,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.0024,918.56,216.22,852.18,221.70,909.53,264.18,932.88,345.38,985.47,611.87,1120.48,435.45,771.34,424.20,913.03,647.13,614.96,617.82,983.68,782.82
0.733,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.0025,918.94,216.06,852.56,221.43,910.16,263.88,933.35,345.11,985.50,611.86,1120.93,435.17,771.53,423.94,913.14,646.93,615.14,617.62,983.68,782.82
0.767,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.0026,919.29,215.87,852.92,221.16,910.79,263.58,933.82,344.84,985.53,611.85,1121.38,434.90,771.72,423.67,913.25,646.73,615.32,617.42,983.68,782.82
0.800,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.0026,919.64,215.74,853.28,220.92,911.41,263.28,934.30,344.57,985.55,611.84,1121.84,434.62,771.91,423.40,913.36,646.52,615.50,617.22,983.68,782.82
0.833,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.0027,919.93,215.58,853.58,220.69,912.01,263.00,934.75,344.32,985.58,611.84,1122.27,434.36,772.09,423.15,913.46,646.32,615.68,617.02,983.68,782.82
0.867,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.0026,920.18,215.51,853.85,220.53,912.57,262.73,935.18,344.07,985.60,611.83,1122.68,434.11,772.26,422.90,913.56,646.13,615.85,616.84,983.68,782.82
0.900,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.0026,920.40,215.40,854.09,220.34,913.08,262.50,935.56,343.86,985.62,611.82,1123.05,433.88,772.41,422.69,913.65,645.95,616.01,616.67,983.68,782.82
0.933,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.0024,920.57,215.31,854.28,220.19,913.56,262.27,935.94,343.65,985.64,611.82,1123.41,433.67,772.55,422.48,913.74,645.78,616.17,616.50,983.68,782.82
0.967,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.0023,920.81,215.24,854.53,220.05,914.00,262.06,936.27,343.46,985.65,611.81,1123.73,433.47,772.68,422.29,913.83,645.63,616.32,616.35,983.68,782.82
1.000,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.0022,921.03,215.18,854.77,219.91,914.41,261.87,936.59,343.29,985.67,611.81,1124.04,433.29,772.80,422.11,913.90,645.48,616.45,616.21,983.68,782.82
1.033,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.0022,921.09,215.04,854.86,219.73,914.79,261.69,936.88,343.12,985.68,611.80,1124.32,433.12,772.92,421.95,913.97,645.35,616.58,616.08,983.68,782.82
1.067,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.0020,921.35,214.98,855.12,219.62,915.18,261.51,937.18,342.96,985.69,611.80,1124.61,432.94,773.03,421.78,914.05,645.21,616.71,615.95,983.68,782.82
1.100,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.0019,921.45,214.97,855.23,219.56,915.48,261.38,937.41,342.83,985.70,611.80,1124.83,432.81,773.12,421.65,914.10,645.10,616.81,615.85,983.68,782.82
1.133,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.0019,921.79,214.84,855.57,219.36,915.91,261.17,937.75,342.65,985.72,611.79,1125.16,432.61,773.26,421.46,914.19,644.94,616.96,615.70,983.68,782.82
1.167,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.0018,921.86,214.81,855.65,219.27,916.09,261.10,937.88,342.57,985.73,611.79,1125.29,432.53,773.31,421.39,914.22,644.88,617.03,615.64,983.68,782.82
1.200,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.0016,921.89,214.87,855.70,219.28,916.25,261.03,938.01,342.50,985.73,611.79,1125.42,432.45,773.36,421.31,914.26,644.81,617.09,615.57,983.68,782.82
1.233,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.0015,921.96,214.87,855.77,219.25,916.45,260.94,938.16,342.42,985.74,611.79,1125.57,432.37,773.41,421.23,914.29,644.74,617.16,615.50,983.68,782.82
1.267,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.0016,921.83,214.93,855.69,219.26,916.57,260.90,938.26,342.36,985.74,611.78,1125.66,432.31,773.46,421.18,914.32,644.70,617.20,615.46,983.68,782.82
1.300,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.0017,921.76,215.05,855.65,219.32,916.67,260.86,938.35,342.32,985.75,611.78,1125.74,432.26,773.49,421.13,914.34,644.66,617.24,615.43,983.68,782.82
1.333,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.0017,921.65,215.18,855.57,219.41,916.75,260.84,938.41,342.29,985.75,611.78,1125.80,432.23,773.52,421.10,914.35,644.64,617.26,615.40,983.68,782.82
1.367,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.0017,921.42,215.35,855.38,219.55,916.74,260.86,938.40,342.29,985.75,611.78,1125.80,432.23,773.51,421.10,914.35,644.63,617.26,615.40,983.68,782.82
1.400,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.0016,921.24,215.47,855.23,219.64,916.74,260.87,938.41,342.28,985.75,611.78,1125.81,432.22,773.51,421.10,914.35,644.63,617.27,615.40,983.68,782.82
1.433,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.0016,921.16,215.57,855.17,219.69,916.73,260.89,938.41,342.29,985.75,611.78,1125.80,432.23,773.51,421.10,914.35,644.63,617.27,615.40,983.68,782.82
1.467,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.0015,921.00,215.72,855.04,219.82,916.72,260.90,938.40,342.29,985.75,611.78,1125.80,432.23,773.51,421.10,914.35,644.63,617.27,615.40,983.68,782.82
1.500,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.0015,920.74,215.78,854.83,219.89,916.68,260.93,938.38,342.30,985.75,611.78,1125.78,432.24,773.50,421.11,914.35,644.64,617.26,615.41,983.68,782.82
1.533,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.0016,920.40,216.03,854.53,220.13,916.52,261.03,938.26,342.37,985.74,611.78,1125.66,432.31,773.45,421.18,914.32,644.70,617.20,615.46,983.68,782.82
1.567,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.0017,920.34,216.04,854.50,220.10,916.60,261.00,938.33,342.33,985.75,611.78,1125.72,432.27,773.48,421.14,914.33,644.67,617.23,615.44,983.68,782.82
1.600,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.0017,920.23,216.18,854.40,220.22,916.56,261.03,938.30,342.35,985.75,611.78,1125.69,432.29,773.47,421.16,914.32,644.69,617.21,615.45,983.68,782.82
1.633,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.0017,920.16,216.24,854.35,220.27,916.57,261.03,938.31,342.34,985.75,611.78,1125.71,432.29,773.48,421.16,914.33,644.68,617.22,615.45,983.68,782.82
1.667,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.0018,920.04,216.33,854.25,220.37,916.57,261.04,938.32,342.34,985.75,611.78,1125.71,432.28,773.48,421.15,914.32,644.68,617.21,615.45,983.68,782.82
1.700,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.0020,919.76,216.46,854.01,220.48,916.43,261.12,938.21,342.40,985.75,611.78,1125.61,432.35,773.44,421.21,914.30,644.74,617.16,615.50,983.68,782.82
1.733,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.0020,919.57,216.57,853.84,220.61,916.35,261.17,938.15,342.43,985.74,611.78,1125.55,432.38,773.42,421.25,914.28,644.76,617.14,615.53,983.68,782.82
1.767,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.0021,919.54,216.66,853.81,220.66,916.26,261.23,938.08,342.47,985.74,611.78,1125.49,432.42,773.40,421.29,914.26,644.80,617.10,615.56,983.68,782.82
1.800,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.0021,919.37,216.80,853.65,220.82,916.14,261.30,937.99,342.52,985.74,611.79,1125.40,432.47,773.36,421.34,914.24,644.84,617.06,615.60,983.68,782.82
1.833,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.0022,919.24,216.91,853.52,220.92,915.98,261.38,937.88,342.59,985.73,611.79,1125.28,432.54,773.31,421.40,914.21,644.90,617.01,615.65,983.68,782.82
1.867,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.0021,918.97,217.13,853.28,221.11,915.73,261.52,937.69,342.69,985.72,611.79,1125.11,432.65,773.24,421.51,914.17,644.98,616.93,615.73,983.68,782.82
1.900,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.0021,918.69,217.28,853.02,221.24,915.50,261.64,937.51,342.78,985.71,611.79,1124.94,432.75,773.16,421.60,914.13,645.06,616.85,615.81,983.68,782.82
1.933,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.0021,918.42,217.45,852.76,221.42,915.26,261.77,937.33,342.88,985.70,611.80,1124.76,432.85,773.09,421.70,914.08,645.14,616.77,615.89,983.68,782.82
1.967,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.0021,918.01,217.66,852.39,221.65,914.95,261.94,937.09,343.01,985.69,611.80,1124.54,432.99,772.99,421.83,914.02,645.25,616.67,615.99,983.68,782.82
2.000,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.0020,917.65,218.00,852.06,221.97,914.64,262.10,936.86,343.14,985.68,611.80,1124.31,433.12,772.90,421.96,913.97,645.35,616.57,616.09,983.68,782.82
2.033,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.0020,917.36,218.20,851.78,222.16,914.36,262.25,936.64,343.26,985.67,611.81,1124.11,433.25,772.81,422.08,913.92,645.45,616.48,616.19,983.68,782.82
2.067,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.0021,916.91,218.43,851.37,222.45,914.04,262.42,936.40,343.39,985.65,611.81,1123.88,433.39,772.72,422.22,913.86,645.56,616.38,616.29,983.68,782.82
2.100,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.0022,916.50,218.71,850.99,222.74,913.64,262.64,936.10,343.56,985.64,611.82,1123.58,433.57,772.60,422.39,913.78,645.71,616.24,616.43,983.68,782.82
2.133,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.0025,916.08,218.98,850.60,223.01,913.29,262.84,935.83,343.71,985.63,611.82,1123.32,433.73,772.50,422.54,913.72,645.83,616.12,616.55,983.68,782.82
2.167,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.0027,915.63,219.28,850.19,223.34,912.93,263.04,935.56,343.87,985.62,611.82,1123.06,433.89,772.40,422.70,913.65,645.97,616.00,616.68,983.68,782.82
2.200,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.0031,915.24,219.60,849.82,223.69,912.55,263.26,935.27,344.04,985.61,611.83,1122.77,434.07,772.30,422.87,913.57,646.11,615.87,616.82,983.68,782.82
2.233,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.0034,914.81,219.85,849.42,223.96,912.16,263.48,934.97,344.21,985.60,611.83,1122.48,434.24,772.19,423.05,913.49,646.25,615.74,616.96,983.68,782.82
2.267,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.0038,914.37,220.13,849.01,224.27,911.75,263.71,934.66,344.39,985.59,611.83,1122.18,434.43,772.08,423.23,913.41,646.41,615.60,617.11,983.68,782.82
2.300,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.0042,913.90,220.45,848.57,224.61,911.33,263.95,934.34,344.58,985.58,611.84,1121.86,434.63,771.97,423.42,913.33,646.56,615.46,617.26,983.68,782.82
2.333,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.0046,913.55,220.72,848.24,224.88,910.92,264.19,934.03,344.77,985.57,611.84,1121.55,434.82,771.86,423.61,913.25,646.72,615.32,617.41,983.68,782.82
2.367,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.0050,913.11,221.02,847.82,225.22,910.50,264.43,933.71,344.96,985.56,611.84,1121.24,435.01,771.75,423.80,913.17,646.88,615.19,617.56,983.68,782.82
2.400,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.0056,912.61,221.33,847.37,225.57,910.09,264.67,933.40,345.15,985.56,611.85,1120.93,435.21,771.65,423.99,913.08,647.04,615.05,617.72,983.68,782.82
2.433,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.0061,912.13,221.68,846.93,225.91,909.65,264.93,933.07,345.35,985.55,611.85,1120.60,435.41,771.54,424.19,913.00,647.20,614.91,617.88,983.68,782.82
2.467,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.0065,911.52,222.04,846.37,226.32,909.21,265.19,932.73,345.56,985.54,611.85,1120.27,435.62,771.42,424.39,912.91,647.36,614.77,618.04,983.68,782.82
2.500,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.0069,911.01,222.35,845.91,226.66,908.76,265.45,932.39,345.76,985.53,611.86,1119.94,435.83,771.30,424.60,912.82,647.52,614.63,618.20,983.68,782.82
2.533,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.0072,910.42,222.71,845.37,227.08,908.32,265.70,932.05,345.96,985.51,611.86,1119.61,436.03,771.18,424.80,912.74,647.68,614.49,618.35,983.68,782.82
2.567,cam3,IDLE_ATTENTIVE,CAMERA_LENS,0.0076,909.92,223.04,844.90,227.44,907.88,265.96,931.71,346.17,985.50,611.87,1119.28,436.24,771.06,425.00,912.65,647.84,614.36,618.51,983.68,782.82
2.600,cam3,IDLE_ATTENTIVE,CAMERA_LENS,0.0080,909.38,223.39,844.41,227.81,907.43,266.23,931.37,346.38,985.49,611.87,1118.94,436.45,770.95,425.21,912.57,648.00,614.23,618.67,983.68,782.82
2.633,cam3,IDLE_ATTENTIVE,CAMERA_LENS,0.0083,908.87,223.76,843.94,228.18,907.00,266.49,931.05,346.58,985.48,611.87,1118.63,436.65,770.84,425.40,912.49,648.16,614.10,618.82,983.68,782.82
2.667,cam3,IDLE_ATTENTIVE,CAMERA_LENS,0.0088,908.12,224.35,843.29,228.73,906.53,266.79,930.70,346.79,985.47,611.88,1118.28,436.86,770.72,425.62,912.40,648.32,613.97,618.99,983.68,782.82
2.700,cam3,IDLE_ATTENTIVE,CAMERA_LENS,0.0092,906.93,225.21,842.27,229.51,906.08,267.12,930.38,347.00,985.46,611.88,1117.97,437.07,770.61,425.82,912.32,648.48,613.85,619.14,983.68,782.82
2.733,cam3,IDLE_ATTENTIVE,CAMERA_LENS,0.0097,905.22,226.40,840.86,230.52,905.62,267.50,930.07,347.19,985.45,611.88,1117.66,437.26,770.51,426.01,912.24,648.63,613.73,619.29,983.68,782.82
2.767,cam3,IDLE_ATTENTIVE,CAMERA_LENS,0.0101,902.89,227.90,838.97,231.78,905.13,267.94,929.77,347.38,985.44,611.89,1117.36,437.45,770.41,426.19,912.16,648.77,613.62,619.43,983.68,782.82
2.800,cam3,IDLE_ATTENTIVE,CAMERA_LENS,0.0106,900.12,229.79,836.77,233.31,904.59,268.45,929.48,347.57,985.44,611.89,1117.07,437.63,770.32,426.38,912.09,648.91,613.51,619.57,983.68,782.82
2.833,cam3,IDLE_ATTENTIVE,CAMERA_LENS,0.0111,896.86,231.98,834.22,235.07,904.02,269.00,929.21,347.74,985.43,611.89,1116.81,437.80,770.23,426.54,912.02,649.04,613.41,619.70,983.68,782.82
2.867,cam3,IDLE_ATTENTIVE,CAMERA_LENS,0.0115,893.11,234.37,831.34,236.99,903.39,269.60,928.95,347.91,985.42,611.90,1116.55,437.97,770.15,426.71,911.95,649.17,613.31,619.82,983.68,782.82
2.900,cam3,IDLE_ATTENTIVE,CAMERA_LENS,0.0121,889.26,236.89,828.45,238.96,902.75,270.20,928.73,348.05,985.42,611.90,1116.33,438.11,770.09,426.85,911.89,649.28,613.23,619.93,983.68,782.82
2.933,cam3,IDLE_ATTENTIVE,CAMERA_LENS,0.0126,885.35,239.35,825.57,240.84,902.04,270.81,928.50,348.20,985.42,611.90,1116.10,438.26,770.02,427.00,911.83,649.39,613.14,620.05,983.68,782.82
2.967,cam3,IDLE_ATTENTIVE,CAMERA_LENS,0.0132,881.87,241.56,823.05,242.48,901.39,271.37,928.32,348.33,985.42,611.90,1115.91,438.38,769.97,427.12,911.78,649.49,613.07,620.15,983.68,782.82
3.000,cam3,IDLE_ATTENTIVE,CAMERA_LENS,0.0138,878.77,243.40,820.84,243.85,900.80,271.87,928.15,348.45,985.42,611.90,1115.74,438.49,769.93,427.24,911.73,649.58,613.00,620.24,983.68,782.82
3.033,cam3,IDLE_ATTENTIVE,CAMERA_LENS,0.0144,876.32,244.92,819.10,245.01,900.27,272.29,927.99,348.56,985.42,611.90,1115.57,438.60,769.89,427.35,911.68,649.67,612.94,620.33,983.68,782.82
3.067,cam3,IDLE_ATTENTIVE,CAMERA_LENS,0.0150,874.61,245.94,817.89,245.79,899.91,272.58,927.89,348.63,985.43,611.90,1115.46,438.67,769.88,427.42,911.64,649.74,612.89,620.39,983.68,782.82
3.100,cam3,IDLE_ATTENTIVE,CAMERA_LENS,0.0155,873.73,246.50,817.27,246.21,899.68,272.77,927.82,348.69,985.43,611.90,1115.38,438.73,769.87,427.47,911.62,649.79,612.86,620.44,983.68,782.82
3.133,cam3,IDLE_ATTENTIVE,CAMERA_LENS,0.0161,873.29,246.82,816.93,246.51,899.50,272.91,927.71,348.77,985.44,611.90,1115.27,438.80,769.86,427.55,911.58,649.85,612.81,620.51,983.68,782.82
3.167,cam3,IDLE_ATTENTIVE,CAMERA_LENS,0.0168,873.18,246.88,816.85,246.56,899.42,272.98,927.66,348.82,985.45,611.90,1115.20,438.85,769.86,427.60,911.56,649.90,612.78,620.56,983.68,782.82
3.200,cam3,IDLE_ATTENTIVE,CAMERA_LENS,0.0174,872.93,246.97,816.66,246.68,899.34,273.05,927.60,348.87,985.45,611.89,1115.13,438.90,769.86,427.65,911.53,649.94,612.75,620.60,983.68,782.82
3.233,cam3,IDLE_ATTENTIVE,CAMERA_LENS,0.0179,872.85,247.02,816.59,246.73,899.26,273.12,927.54,348.92,985.46,611.89,1115.06,438.95,769.86,427.70,911.51,649.99,612.71,620.65,983.68,782.82
3.267,cam3,IDLE_ATTENTIVE,CAMERA_LENS,0.0185,872.82,247.04,816.59,246.74,899.26,273.13,927.55,348.93,985.47,611.89,1115.05,438.96,769.88,427.70,911.49,650.01,612.70,620.67,983.68,782.82
3.300,cam3,IDLE_ATTENTIVE,CAMERA_LENS,0.0192,872.90,247.02,816.65,246.74,899.29,273.14,927.57,348.93,985.48,611.89,1115.06,438.96,769.92,427.71,911.48,650.02,612.69,620.68,983.68,782.82
3.333,cam3,IDLE_ATTENTIVE,CAMERA_LENS,0.0198,872.98,246.87,816.76,246.60,899.42,273.07,927.68,348.87,985.50,611.88,1115.15,438.90,769.98,427.65,911.50,650.00,612.71,620.66,983.68,782.82
3.367,cam3,IDLE_ATTENTIVE,CAMERA_LENS,0.0204,872.90,246.89,816.73,246.59,899.46,273.07,927.70,348.87,985.51,611.88,1115.16,438.90,770.02,427.65,911.49,650.01,612.70,620.67,983.68,782.82
3.400,cam3,IDLE_ATTENTIVE,CAMERA_LENS,0.0209,872.85,246.88,816.71,246.60,899.50,273.05,927.74,348.86,985.52,611.88,1115.18,438.89,770.05,427.64,911.49,650.02,612.69,620.68,983.68,782.82
3.433,cam3,IDLE_ATTENTIVE,CAMERA_LENS,0.0215,872.84,246.91,816.72,246.62,899.51,273.06,927.75,348.86,985.53,611.87,1115.18,438.89,770.08,427.65,911.48,650.03,612.69,620.69,983.68,782.82
3.467,cam3,IDLE_ATTENTIVE,CAMERA_LENS,0.0219,872.84,246.88,816.72,246.61,899.50,273.08,927.75,348.88,985.54,611.87,1115.16,438.90,770.09,427.66,911.47,650.05,612.67,620.71,983.68,782.82
3.500,cam3,IDLE_ATTENTIVE,CAMERA_LENS,0.0224,872.92,246.84,816.79,246.57,899.56,273.06,927.79,348.86,985.55,611.87,1115.20,438.89,770.13,427.64,911.47,650.05,612.67,620.71,983.68,782.82
3.533,cam3,IDLE_ATTENTIVE,CAMERA_LENS,0.0229,872.99,246.88,816.85,246.60,899.60,273.04,927.83,348.85,985.56,611.87,1115.22,438.87,770.16,427.63,911.46,650.05,612.67,620.71,983.68,782.82
3.567,cam3,IDLE_ATTENTIVE,CAMERA_LENS,0.0233,872.94,246.88,816.84,246.58,899.62,273.04,927.85,348.85,985.57,611.86,1115.23,438.87,770.19,427.63,911.46,650.06,612.67,620.72,983.68,782.82
3.600,cam3,IDLE_ATTENTIVE,CAMERA_LENS,0.0237,873.08,246.82,816.97,246.51,899.75,272.97,927.95,348.79,985.58,611.86,1115.31,438.82,770.24,427.58,911.47,650.04,612.68,620.70,983.68,782.82
3.633,cam3,IDLE_ATTENTIVE,CAMERA_LENS,0.0241,873.12,246.78,817.02,246.45,899.80,272.95,927.99,348.78,985.59,611.86,1115.34,438.80,770.27,427.56,911.47,650.04,612.69,620.69,983.68,782.82
3.667,cam3,IDLE_ATTENTIVE,CAMERA_LENS,0.0246,873.19,246.73,817.10,246.40,899.88,272.91,928.05,348.75,985.60,611.85,1115.39,438.78,770.31,427.54,911.48,650.03,612.69,620.69,983.68,782.82
3.700,cam3,IDLE_ATTENTIVE,CAMERA_LENS,0.0250,873.28,246.57,817.20,246.27,899.97,272.87,928.13,348.71,985.61,611.85,1115.45,438.74,770.36,427.50,911.48,650.01,612.70,620.67,983.68,782.82
3.733,cam3,IDLE_ATTENTIVE,CAMERA_LENS,0.0255,873.26,246.52,817.23,246.21,900.09,272.80,928.22,348.67,985.62,611.85,1115.53,438.69,770.41,427.45,911.49,649.99,612.72,620.65,983.68,782.82
3.767,cam3,IDLE_ATTENTIVE,CAMERA_LENS,0.0260,873.38,246.47,817.33,246.17,900.15,272.78,928.27,348.64,985.64,611.84,1115.57,438.67,770.45,427.43,911.49,649.99,612.72,620.65,983.68,782.82
3.800,cam3,IDLE_ATTENTIVE,CAMERA_LENS,0.0265,873.36,246.43,817.33,246.14,900.17,272.78,928.29,348.64,985.64,611.84,1115.58,438.67,770.48,427.43,911.49,650.00,612.71,620.66,983.68,782.82
3.833,cam3,IDLE_ATTENTIVE,CAMERA_LENS,0.0269,873.22,246.50,817.22,246.22,900.11,272.83,928.24,348.68,985.65,611.84,1115.52,438.71,770.48,427.47,911.47,650.03,612.69,620.69,983.68,782.82
3.867,cam3,IDLE_ATTENTIVE,CAMERA_LENS,0.0274,873.37,246.32,817.37,246.07,900.22,272.77,928.33,348.64,985.66,611.84,1115.59,438.66,770.53,427.43,911.48,650.02,612.70,620.67,983.68,782.82
3.900,cam3,IDLE_ATTENTIVE,CAMERA_LENS,0.0280,873.47,246.31,817.45,246.06,900.29,272.75,928.39,348.62,985.68,611.83,1115.63,438.64,770.58,427.41,911.48,650.02,612.70,620.68,983.68,782.82
